date,symbols,open,high,low,close,adj_close,bond_ret,volume,frequency,currency,author
10/21/1992,DGS3MO,,,,,2.99,0.000338448,,daily,USD,dzhang4@scu.edu
10/22/1992,DGS3MO,,,,,2.98,0.000108869,,daily,USD,dzhang4@scu.edu
10/23/1992,DGS3MO,,,,,3,3.30E-05,,daily,USD,dzhang4@scu.edu
10/26/1992,DGS3MO,,,,,3.02,2.02E-04,,daily,USD,dzhang4@scu.edu
10/27/1992,DGS3MO,,,,,3,0.000134907,,daily,USD,dzhang4@scu.edu
10/28/1992,DGS3MO,,,,,3,8.40E-05,,daily,USD,dzhang4@scu.edu
10/29/1992,DGS3MO,,,,,3.02,3.36E-05,,daily,USD,dzhang4@scu.edu
10/30/1992,DGS3MO,,,,,3.03,5.93E-05,,daily,USD,dzhang4@scu.edu
11/2/1992,DGS3MO,,,,,3.08,1.28E-04,,daily,USD,dzhang4@scu.edu
11/3/1992,DGS3MO,,,,,3.1,3.58E-05,,daily,USD,dzhang4@scu.edu
11/4/1992,DGS3MO,,,,,3.09,0.000111979,,daily,USD,dzhang4@scu.edu
11/5/1992,DGS3MO,,,,,3.08,0.000111696,,daily,USD,dzhang4@scu.edu
11/6/1992,DGS3MO,,,,,3.13,-3.98E-05,,daily,USD,dzhang4@scu.edu
11/9/1992,DGS3MO,,,,,3.17,1.62E-04,,daily,USD,dzhang4@scu.edu
11/10/1992,DGS3MO,,,,,3.15,0.000139158,,daily,USD,dzhang4@scu.edu
11/12/1992,DGS3MO,,,,,3.13,0.000226786,,daily,USD,dzhang4@scu.edu
11/13/1992,DGS3MO,,,,,3.15,3.72E-05,,daily,USD,dzhang4@scu.edu
11/16/1992,DGS3MO,,,,,3.22,8.82E-05,,daily,USD,dzhang4@scu.edu
11/17/1992,DGS3MO,,,,,3.24,3.98E-05,,daily,USD,dzhang4@scu.edu
11/18/1992,DGS3MO,,,,,3.22,0.000141143,,daily,USD,dzhang4@scu.edu
11/19/1992,DGS3MO,,,,,3.22,9.02E-05,,daily,USD,dzhang4@scu.edu
11/20/1992,DGS3MO,,,,,3.28,-6.10E-05,,daily,USD,dzhang4@scu.edu
11/23/1992,DGS3MO,,,,,3.34,1.24E-04,,daily,USD,dzhang4@scu.edu
11/24/1992,DGS3MO,,,,,3.29,0.000219612,,daily,USD,dzhang4@scu.edu
11/25/1992,DGS3MO,,,,,3.31,4.17E-05,,daily,USD,dzhang4@scu.edu
11/27/1992,DGS3MO,,,,,3.33,1.35E-04,,daily,USD,dzhang4@scu.edu
11/30/1992,DGS3MO,,,,,3.38,1.54E-04,,daily,USD,dzhang4@scu.edu
12/1/1992,DGS3MO,,,,,3.4,4.43E-05,,daily,USD,dzhang4@scu.edu
12/2/1992,DGS3MO,,,,,3.42,4.48E-05,,daily,USD,dzhang4@scu.edu
12/3/1992,DGS3MO,,,,,3.37,0.000221897,,daily,USD,dzhang4@scu.edu
12/4/1992,DGS3MO,,,,,3.32,0.000220469,,daily,USD,dzhang4@scu.edu
12/7/1992,DGS3MO,,,,,3.35,2.03E-04,,daily,USD,dzhang4@scu.edu
12/8/1992,DGS3MO,,,,,3.33,0.000144264,,daily,USD,dzhang4@scu.edu
12/9/1992,DGS3MO,,,,,3.3,0.000168906,,daily,USD,dzhang4@scu.edu
12/10/1992,DGS3MO,,,,,3.29,0.000117637,,daily,USD,dzhang4@scu.edu
12/11/1992,DGS3MO,,,,,3.32,1.65E-05,,daily,USD,dzhang4@scu.edu
12/14/1992,DGS3MO,,,,,3.33,2.54E-04,,daily,USD,dzhang4@scu.edu
12/15/1992,DGS3MO,,,,,3.29,0.000194116,,daily,USD,dzhang4@scu.edu
12/16/1992,DGS3MO,,,,,3.28,0.000117354,,daily,USD,dzhang4@scu.edu
12/17/1992,DGS3MO,,,,,3.27,0.000117071,,daily,USD,dzhang4@scu.edu
12/18/1992,DGS3MO,,,,,3.23,0.000192406,,daily,USD,dzhang4@scu.edu
12/21/1992,DGS3MO,,,,,3.25,2.21E-04,,daily,USD,dzhang4@scu.edu
12/22/1992,DGS3MO,,,,,3.27,4.06E-05,,daily,USD,dzhang4@scu.edu
12/23/1992,DGS3MO,,,,,3.25,0.000141994,,daily,USD,dzhang4@scu.edu
12/24/1992,DGS3MO,,,,,3.23,0.000141427,,daily,USD,dzhang4@scu.edu
12/28/1992,DGS3MO,,,,,3.3,1.85E-04,,daily,USD,dzhang4@scu.edu
12/29/1992,DGS3MO,,,,,3.27,0.000168053,,daily,USD,dzhang4@scu.edu
12/30/1992,DGS3MO,,,,,3.19,0.00029323,,daily,USD,dzhang4@scu.edu
12/31/1992,DGS3MO,,,,,3.15,0.000190127,,daily,USD,dzhang4@scu.edu
1/4/1993,DGS3MO,,,,,3.19,2.52E-04,,daily,USD,dzhang4@scu.edu
1/5/1993,DGS3MO,,,,,3.18,0.000114524,,daily,USD,dzhang4@scu.edu
1/6/1993,DGS3MO,,,,,3.17,0.000114242,,daily,USD,dzhang4@scu.edu
1/7/1993,DGS3MO,,,,,3.19,3.84E-05,,daily,USD,dzhang4@scu.edu
1/8/1993,DGS3MO,,,,,3.13,0.000240529,,daily,USD,dzhang4@scu.edu
1/11/1993,DGS3MO,,,,,3.12,0.000288088,,daily,USD,dzhang4@scu.edu
1/12/1993,DGS3MO,,,,,3.09,0.000162938,,daily,USD,dzhang4@scu.edu
1/13/1993,DGS3MO,,,,,3.06,0.000162085,,daily,USD,dzhang4@scu.edu
1/14/1993,DGS3MO,,,,,3.04,0.000136041,,daily,USD,dzhang4@scu.edu
1/15/1993,DGS3MO,,,,,3,0.000185857,,daily,USD,dzhang4@scu.edu
1/19/1993,DGS3MO,,,,,3.1,8.39631E-05,,daily,USD,dzhang4@scu.edu
1/20/1993,DGS3MO,,,,,3.08,0.000137174,,daily,USD,dzhang4@scu.edu
1/21/1993,DGS3MO,,,,,3.05,0.000161801,,daily,USD,dzhang4@scu.edu
1/22/1993,DGS3MO,,,,,3.03,0.000135757,,daily,USD,dzhang4@scu.edu
1/25/1993,DGS3MO,,,,,3.02,0.000279618,,daily,USD,dzhang4@scu.edu
1/26/1993,DGS3MO,,,,,3.01,0.000109717,,daily,USD,dzhang4@scu.edu
1/27/1993,DGS3MO,,,,,2.97,0.000185003,,daily,USD,dzhang4@scu.edu
1/28/1993,DGS3MO,,,,,2.96,0.000108304,,daily,USD,dzhang4@scu.edu
1/29/1993,DGS3MO,,,,,2.96,8.28E-05,,daily,USD,dzhang4@scu.edu
2/1/1993,DGS3MO,,,,,3.01,1.23E-04,,daily,USD,dzhang4@scu.edu
2/2/1993,DGS3MO,,,,,3.02,5.91E-05,,daily,USD,dzhang4@scu.edu
2/3/1993,DGS3MO,,,,,2.99,0.000160098,,daily,USD,dzhang4@scu.edu
2/4/1993,DGS3MO,,,,,2.96,0.000159246,,daily,USD,dzhang4@scu.edu
2/5/1993,DGS3MO,,,,,2.96,8.28E-05,,daily,USD,dzhang4@scu.edu
2/8/1993,DGS3MO,,,,,3,1.48E-04,,daily,USD,dzhang4@scu.edu
2/9/1993,DGS3MO,,,,,2.99,0.000109152,,daily,USD,dzhang4@scu.edu
2/10/1993,DGS3MO,,,,,3,5.85E-05,,daily,USD,dzhang4@scu.edu
2/11/1993,DGS3MO,,,,,2.98,0.000134341,,daily,USD,dzhang4@scu.edu
2/12/1993,DGS3MO,,,,,2.99,5.82E-05,,daily,USD,dzhang4@scu.edu
2/16/1993,DGS3MO,,,,,3,3.10E-04,,daily,USD,dzhang4@scu.edu
2/17/1993,DGS3MO,,,,,2.97,0.00015953,,daily,USD,dzhang4@scu.edu
2/18/1993,DGS3MO,,,,,2.95,0.000133491,,daily,USD,dzhang4@scu.edu
2/19/1993,DGS3MO,,,,,2.99,-1.82E-05,,daily,USD,dzhang4@scu.edu
2/22/1993,DGS3MO,,,,,3.01,2.01E-04,,daily,USD,dzhang4@scu.edu
2/23/1993,DGS3MO,,,,,3,0.000109435,,daily,USD,dzhang4@scu.edu
2/24/1993,DGS3MO,,,,,3.02,3.36E-05,,daily,USD,dzhang4@scu.edu
2/25/1993,DGS3MO,,,,,3.01,0.000109717,,daily,USD,dzhang4@scu.edu
2/26/1993,DGS3MO,,,,,3.01,8.42E-05,,daily,USD,dzhang4@scu.edu
3/1/1993,DGS3MO,,,,,3.03,2.02E-04,,daily,USD,dzhang4@scu.edu
3/2/1993,DGS3MO,,,,,3.03,8.48E-05,,daily,USD,dzhang4@scu.edu
3/3/1993,DGS3MO,,,,,3,0.000160382,,daily,USD,dzhang4@scu.edu
3/4/1993,DGS3MO,,,,,2.97,0.00015953,,daily,USD,dzhang4@scu.edu
3/5/1993,DGS3MO,,,,,3.07,-0.000168753,,daily,USD,dzhang4@scu.edu
3/8/1993,DGS3MO,,,,,3.05,0.000308199,,daily,USD,dzhang4@scu.edu
3/9/1993,DGS3MO,,,,,3.05,8.54E-05,,daily,USD,dzhang4@scu.edu
3/10/1993,DGS3MO,,,,,3.04,0.000110565,,daily,USD,dzhang4@scu.edu
3/11/1993,DGS3MO,,,,,3.03,0.000110283,,daily,USD,dzhang4@scu.edu
3/12/1993,DGS3MO,,,,,3.04,5.96E-05,,daily,USD,dzhang4@scu.edu
3/15/1993,DGS3MO,,,,,3.06,2.05E-04,,daily,USD,dzhang4@scu.edu
3/16/1993,DGS3MO,,,,,3.04,0.000136041,,daily,USD,dzhang4@scu.edu
3/17/1993,DGS3MO,,,,,3.04,8.51E-05,,daily,USD,dzhang4@scu.edu
3/18/1993,DGS3MO,,,,,3.01,0.000160666,,daily,USD,dzhang4@scu.edu
3/19/1993,DGS3MO,,,,,3.03,3.39E-05,,daily,USD,dzhang4@scu.edu
3/22/1993,DGS3MO,,,,,2.99,0.000355191,,daily,USD,dzhang4@scu.edu
3/23/1993,DGS3MO,,,,,2.98,0.000108869,,daily,USD,dzhang4@scu.edu
3/24/1993,DGS3MO,,,,,2.98,8.34E-05,,daily,USD,dzhang4@scu.edu
3/25/1993,DGS3MO,,,,,2.97,0.000108587,,daily,USD,dzhang4@scu.edu
3/26/1993,DGS3MO,,,,,3,7.56E-06,,daily,USD,dzhang4@scu.edu
3/29/1993,DGS3MO,,,,,3,2.52E-04,,daily,USD,dzhang4@scu.edu
3/30/1993,DGS3MO,,,,,2.97,0.00015953,,daily,USD,dzhang4@scu.edu
3/31/1993,DGS3MO,,,,,2.95,0.000133491,,daily,USD,dzhang4@scu.edu
4/1/1993,DGS3MO,,,,,2.96,5.74E-05,,daily,USD,dzhang4@scu.edu
4/2/1993,DGS3MO,,,,,2.97,5.76E-05,,daily,USD,dzhang4@scu.edu
4/5/1993,DGS3MO,,,,,2.97,2.49E-04,,daily,USD,dzhang4@scu.edu
4/6/1993,DGS3MO,,,,,2.98,5.79E-05,,daily,USD,dzhang4@scu.edu
4/7/1993,DGS3MO,,,,,2.98,8.34E-05,,daily,USD,dzhang4@scu.edu
4/8/1993,DGS3MO,,,,,2.96,0.000133774,,daily,USD,dzhang4@scu.edu
4/12/1993,DGS3MO,,,,,2.94,0.000381714,,daily,USD,dzhang4@scu.edu
4/13/1993,DGS3MO,,,,,2.91,0.000157827,,daily,USD,dzhang4@scu.edu
4/14/1993,DGS3MO,,,,,2.88,0.000156975,,daily,USD,dzhang4@scu.edu
4/15/1993,DGS3MO,,,,,2.9,3.02E-05,,daily,USD,dzhang4@scu.edu
4/16/1993,DGS3MO,,,,,2.9,8.11E-05,,daily,USD,dzhang4@scu.edu
4/19/1993,DGS3MO,,,,,2.87,0.000318979,,daily,USD,dzhang4@scu.edu
4/20/1993,DGS3MO,,,,,2.85,0.00013066,,daily,USD,dzhang4@scu.edu
4/21/1993,DGS3MO,,,,,2.86,5.46E-05,,daily,USD,dzhang4@scu.edu
4/22/1993,DGS3MO,,,,,2.88,2.97E-05,,daily,USD,dzhang4@scu.edu
4/23/1993,DGS3MO,,,,,2.9,3.02E-05,,daily,USD,dzhang4@scu.edu
4/26/1993,DGS3MO,,,,,2.95,1.18E-04,,daily,USD,dzhang4@scu.edu
4/27/1993,DGS3MO,,,,,2.97,3.22E-05,,daily,USD,dzhang4@scu.edu
4/28/1993,DGS3MO,,,,,2.98,5.79E-05,,daily,USD,dzhang4@scu.edu
4/29/1993,DGS3MO,,,,,2.96,0.000133774,,daily,USD,dzhang4@scu.edu
4/30/1993,DGS3MO,,,,,2.97,5.76E-05,,daily,USD,dzhang4@scu.edu
5/3/1993,DGS3MO,,,,,2.93,0.000350099,,daily,USD,dzhang4@scu.edu
5/4/1993,DGS3MO,,,,,2.93,8.20E-05,,daily,USD,dzhang4@scu.edu
5/5/1993,DGS3MO,,,,,2.95,3.16E-05,,daily,USD,dzhang4@scu.edu
5/6/1993,DGS3MO,,,,,2.92,0.000158111,,daily,USD,dzhang4@scu.edu
5/7/1993,DGS3MO,,,,,2.93,5.65E-05,,daily,USD,dzhang4@scu.edu
5/10/1993,DGS3MO,,,,,2.95,1.96E-04,,daily,USD,dzhang4@scu.edu
5/11/1993,DGS3MO,,,,,2.95,8.26E-05,,daily,USD,dzhang4@scu.edu
5/12/1993,DGS3MO,,,,,2.96,5.74E-05,,daily,USD,dzhang4@scu.edu
5/13/1993,DGS3MO,,,,,2.99,7.28E-06,,daily,USD,dzhang4@scu.edu
5/14/1993,DGS3MO,,,,,3.03,-1.71E-05,,daily,USD,dzhang4@scu.edu
5/17/1993,DGS3MO,,,,,3.08,1.28E-04,,daily,USD,dzhang4@scu.edu
5/18/1993,DGS3MO,,,,,3.08,8.62E-05,,daily,USD,dzhang4@scu.edu
5/19/1993,DGS3MO,,,,,3.03,0.000212189,,daily,USD,dzhang4@scu.edu
5/20/1993,DGS3MO,,,,,3.03,8.48E-05,,daily,USD,dzhang4@scu.edu
5/21/1993,DGS3MO,,,,,3.07,-1.60E-05,,daily,USD,dzhang4@scu.edu
5/24/1993,DGS3MO,,,,,3.15,5.62652E-05,,daily,USD,dzhang4@scu.edu
5/25/1993,DGS3MO,,,,,3.14,0.000113393,,daily,USD,dzhang4@scu.edu
5/26/1993,DGS3MO,,,,,3.12,0.000138308,,daily,USD,dzhang4@scu.edu
5/27/1993,DGS3MO,,,,,3.13,6.22E-05,,daily,USD,dzhang4@scu.edu
5/28/1993,DGS3MO,,,,,3.13,8.76E-05,,daily,USD,dzhang4@scu.edu
6/1/1993,DGS3MO,,,,,3.14,3.25E-04,,daily,USD,dzhang4@scu.edu
6/2/1993,DGS3MO,,,,,3.14,8.79E-05,,daily,USD,dzhang4@scu.edu
6/3/1993,DGS3MO,,,,,3.1,0.000188704,,daily,USD,dzhang4@scu.edu
6/4/1993,DGS3MO,,,,,3.18,-0.000114778,,daily,USD,dzhang4@scu.edu
6/7/1993,DGS3MO,,,,,3.2,2.17E-04,,daily,USD,dzhang4@scu.edu
6/8/1993,DGS3MO,,,,,3.2,8.96E-05,,daily,USD,dzhang4@scu.edu
6/9/1993,DGS3MO,,,,,3.18,0.000140009,,daily,USD,dzhang4@scu.edu
6/10/1993,DGS3MO,,,,,3.18,8.90E-05,,daily,USD,dzhang4@scu.edu
6/11/1993,DGS3MO,,,,,3.12,0.000240243,,daily,USD,dzhang4@scu.edu
6/14/1993,DGS3MO,,,,,3.13,2.37E-04,,daily,USD,dzhang4@scu.edu
6/15/1993,DGS3MO,,,,,3.12,0.000112827,,daily,USD,dzhang4@scu.edu
6/16/1993,DGS3MO,,,,,3.11,0.000112545,,daily,USD,dzhang4@scu.edu
6/17/1993,DGS3MO,,,,,3.1,0.000112262,,daily,USD,dzhang4@scu.edu
6/18/1993,DGS3MO,,,,,3.13,1.12E-05,,daily,USD,dzhang4@scu.edu
6/21/1993,DGS3MO,,,,,3.17,1.62E-04,,daily,USD,dzhang4@scu.edu
6/22/1993,DGS3MO,,,,,3.16,0.000113959,,daily,USD,dzhang4@scu.edu
6/23/1993,DGS3MO,,,,,3.19,1.29E-05,,daily,USD,dzhang4@scu.edu
6/24/1993,DGS3MO,,,,,3.17,0.000139725,,daily,USD,dzhang4@scu.edu
6/25/1993,DGS3MO,,,,,3.15,0.000139158,,daily,USD,dzhang4@scu.edu
6/28/1993,DGS3MO,,,,,3.11,0.000365377,,daily,USD,dzhang4@scu.edu
6/29/1993,DGS3MO,,,,,3.1,0.000112262,,daily,USD,dzhang4@scu.edu
6/30/1993,DGS3MO,,,,,3.1,8.68E-05,,daily,USD,dzhang4@scu.edu
7/1/1993,DGS3MO,,,,,3.06,0.000187565,,daily,USD,dzhang4@scu.edu
7/2/1993,DGS3MO,,,,,3.02,0.000186426,,daily,USD,dzhang4@scu.edu
7/6/1993,DGS3MO,,,,,3.12,8.62064E-05,,daily,USD,dzhang4@scu.edu
7/7/1993,DGS3MO,,,,,3.11,0.000112545,,daily,USD,dzhang4@scu.edu
7/8/1993,DGS3MO,,,,,3.09,0.000137458,,daily,USD,dzhang4@scu.edu
7/9/1993,DGS3MO,,,,,3.09,8.65E-05,,daily,USD,dzhang4@scu.edu
7/12/1993,DGS3MO,,,,,3.1,2.34E-04,,daily,USD,dzhang4@scu.edu
7/13/1993,DGS3MO,,,,,3.11,6.16E-05,,daily,USD,dzhang4@scu.edu
7/14/1993,DGS3MO,,,,,3.08,0.000162654,,daily,USD,dzhang4@scu.edu
7/15/1993,DGS3MO,,,,,3.08,8.62E-05,,daily,USD,dzhang4@scu.edu
7/16/1993,DGS3MO,,,,,3.08,8.62E-05,,daily,USD,dzhang4@scu.edu
7/19/1993,DGS3MO,,,,,3.12,1.58E-04,,daily,USD,dzhang4@scu.edu
7/20/1993,DGS3MO,,,,,3.13,6.22E-05,,daily,USD,dzhang4@scu.edu
7/21/1993,DGS3MO,,,,,3.14,6.24E-05,,daily,USD,dzhang4@scu.edu
7/22/1993,DGS3MO,,,,,3.16,3.75E-05,,daily,USD,dzhang4@scu.edu
7/23/1993,DGS3MO,,,,,3.16,8.85E-05,,daily,USD,dzhang4@scu.edu
7/26/1993,DGS3MO,,,,,3.17,2.40E-04,,daily,USD,dzhang4@scu.edu
7/27/1993,DGS3MO,,,,,3.17,8.88E-05,,daily,USD,dzhang4@scu.edu
7/28/1993,DGS3MO,,,,,3.15,0.000139158,,daily,USD,dzhang4@scu.edu
7/29/1993,DGS3MO,,,,,3.09,0.000239385,,daily,USD,dzhang4@scu.edu
7/30/1993,DGS3MO,,,,,3.1,6.13E-05,,daily,USD,dzhang4@scu.edu
8/2/1993,DGS3MO,,,,,3.17,8.40E-05,,daily,USD,dzhang4@scu.edu
8/3/1993,DGS3MO,,,,,3.15,0.000139158,,daily,USD,dzhang4@scu.edu
8/4/1993,DGS3MO,,,,,3.15,8.82E-05,,daily,USD,dzhang4@scu.edu
8/5/1993,DGS3MO,,,,,3.12,0.00016379,,daily,USD,dzhang4@scu.edu
8/6/1993,DGS3MO,,,,,3.11,0.000112545,,daily,USD,dzhang4@scu.edu
8/9/1993,DGS3MO,,,,,3.11,2.61E-04,,daily,USD,dzhang4@scu.edu
8/10/1993,DGS3MO,,,,,3.1,0.000112262,,daily,USD,dzhang4@scu.edu
8/11/1993,DGS3MO,,,,,3.09,0.000111979,,daily,USD,dzhang4@scu.edu
8/12/1993,DGS3MO,,,,,3.08,0.000111696,,daily,USD,dzhang4@scu.edu
8/13/1993,DGS3MO,,,,,3.09,6.10E-05,,daily,USD,dzhang4@scu.edu
8/16/1993,DGS3MO,,,,,3.1,2.34E-04,,daily,USD,dzhang4@scu.edu
8/17/1993,DGS3MO,,,,,3.08,0.000137174,,daily,USD,dzhang4@scu.edu
8/18/1993,DGS3MO,,,,,3.05,0.000161801,,daily,USD,dzhang4@scu.edu
8/19/1993,DGS3MO,,,,,3.05,8.54E-05,,daily,USD,dzhang4@scu.edu
8/20/1993,DGS3MO,,,,,3.06,6.02E-05,,daily,USD,dzhang4@scu.edu
8/23/1993,DGS3MO,,,,,3.08,2.07E-04,,daily,USD,dzhang4@scu.edu
8/24/1993,DGS3MO,,,,,3.05,0.000161801,,daily,USD,dzhang4@scu.edu
8/25/1993,DGS3MO,,,,,3.04,0.000110565,,daily,USD,dzhang4@scu.edu
8/26/1993,DGS3MO,,,,,3.06,3.47E-05,,daily,USD,dzhang4@scu.edu
8/27/1993,DGS3MO,,,,,3.09,1.01E-05,,daily,USD,dzhang4@scu.edu
8/30/1993,DGS3MO,,,,,3.08,0.000284699,,daily,USD,dzhang4@scu.edu
8/31/1993,DGS3MO,,,,,3.08,8.62E-05,,daily,USD,dzhang4@scu.edu
9/1/1993,DGS3MO,,,,,3.08,8.62E-05,,daily,USD,dzhang4@scu.edu
9/2/1993,DGS3MO,,,,,3.05,0.000161801,,daily,USD,dzhang4@scu.edu
9/3/1993,DGS3MO,,,,,3,0.000211334,,daily,USD,dzhang4@scu.edu
9/7/1993,DGS3MO,,,,,3.01,3.11E-04,,daily,USD,dzhang4@scu.edu
9/8/1993,DGS3MO,,,,,3.02,5.91E-05,,daily,USD,dzhang4@scu.edu
9/9/1993,DGS3MO,,,,,3.04,3.41E-05,,daily,USD,dzhang4@scu.edu
9/10/1993,DGS3MO,,,,,3.02,0.000135474,,daily,USD,dzhang4@scu.edu
9/13/1993,DGS3MO,,,,,3.04,2.03E-04,,daily,USD,dzhang4@scu.edu
9/14/1993,DGS3MO,,,,,3.05,5.99E-05,,daily,USD,dzhang4@scu.edu
9/15/1993,DGS3MO,,,,,3.02,0.000160949,,daily,USD,dzhang4@scu.edu
9/16/1993,DGS3MO,,,,,3.01,0.000109717,,daily,USD,dzhang4@scu.edu
9/17/1993,DGS3MO,,,,,3.01,8.42E-05,,daily,USD,dzhang4@scu.edu
9/20/1993,DGS3MO,,,,,3,0.000277925,,daily,USD,dzhang4@scu.edu
9/21/1993,DGS3MO,,,,,2.98,0.000134341,,daily,USD,dzhang4@scu.edu
9/22/1993,DGS3MO,,,,,2.98,8.34E-05,,daily,USD,dzhang4@scu.edu
9/23/1993,DGS3MO,,,,,2.99,5.82E-05,,daily,USD,dzhang4@scu.edu
9/24/1993,DGS3MO,,,,,2.99,8.37E-05,,daily,USD,dzhang4@scu.edu
9/27/1993,DGS3MO,,,,,2.96,0.000326608,,daily,USD,dzhang4@scu.edu
9/28/1993,DGS3MO,,,,,2.96,8.28E-05,,daily,USD,dzhang4@scu.edu
9/29/1993,DGS3MO,,,,,2.99,7.28E-06,,daily,USD,dzhang4@scu.edu
9/30/1993,DGS3MO,,,,,2.98,0.000108869,,daily,USD,dzhang4@scu.edu
10/1/1993,DGS3MO,,,,,2.98,8.34E-05,,daily,USD,dzhang4@scu.edu
10/4/1993,DGS3MO,,,,,3.02,1.49E-04,,daily,USD,dzhang4@scu.edu
10/5/1993,DGS3MO,,,,,3.06,-1.62E-05,,daily,USD,dzhang4@scu.edu
10/6/1993,DGS3MO,,,,,3.04,0.000136041,,daily,USD,dzhang4@scu.edu
10/7/1993,DGS3MO,,,,,3.05,5.99E-05,,daily,USD,dzhang4@scu.edu
10/8/1993,DGS3MO,,,,,3.05,8.54E-05,,daily,USD,dzhang4@scu.edu
10/12/1993,DGS3MO,,,,,3.12,1.65E-04,,daily,USD,dzhang4@scu.edu
10/13/1993,DGS3MO,,,,,3.1,0.000137741,,daily,USD,dzhang4@scu.edu
10/14/1993,DGS3MO,,,,,3.08,0.000137174,,daily,USD,dzhang4@scu.edu
10/15/1993,DGS3MO,,,,,3.08,8.62E-05,,daily,USD,dzhang4@scu.edu
10/18/1993,DGS3MO,,,,,3.13,1.33E-04,,daily,USD,dzhang4@scu.edu
10/19/1993,DGS3MO,,,,,3.13,8.76E-05,,daily,USD,dzhang4@scu.edu
10/20/1993,DGS3MO,,,,,3.11,0.000138024,,daily,USD,dzhang4@scu.edu
10/21/1993,DGS3MO,,,,,3.12,6.19E-05,,daily,USD,dzhang4@scu.edu
10/22/1993,DGS3MO,,,,,3.11,0.000112545,,daily,USD,dzhang4@scu.edu
10/25/1993,DGS3MO,,,,,3.14,1.86E-04,,daily,USD,dzhang4@scu.edu
10/26/1993,DGS3MO,,,,,3.16,3.75E-05,,daily,USD,dzhang4@scu.edu
10/27/1993,DGS3MO,,,,,3.15,0.000113676,,daily,USD,dzhang4@scu.edu
10/28/1993,DGS3MO,,,,,3.11,0.000188988,,daily,USD,dzhang4@scu.edu
10/29/1993,DGS3MO,,,,,3.1,0.000112262,,daily,USD,dzhang4@scu.edu
11/1/1993,DGS3MO,,,,,3.18,5.87889E-05,,daily,USD,dzhang4@scu.edu
11/2/1993,DGS3MO,,,,,3.19,6.38E-05,,daily,USD,dzhang4@scu.edu
11/3/1993,DGS3MO,,,,,3.16,0.000164926,,daily,USD,dzhang4@scu.edu
11/4/1993,DGS3MO,,,,,3.15,0.000113676,,daily,USD,dzhang4@scu.edu
11/5/1993,DGS3MO,,,,,3.13,0.000138591,,daily,USD,dzhang4@scu.edu
11/8/1993,DGS3MO,,,,,3.17,1.62E-04,,daily,USD,dzhang4@scu.edu
11/9/1993,DGS3MO,,,,,3.18,6.36E-05,,daily,USD,dzhang4@scu.edu
11/10/1993,DGS3MO,,,,,3.19,6.38E-05,,daily,USD,dzhang4@scu.edu
11/12/1993,DGS3MO,,,,,3.18,0.000203848,,daily,USD,dzhang4@scu.edu
11/15/1993,DGS3MO,,,,,3.18,2.67E-04,,daily,USD,dzhang4@scu.edu
11/16/1993,DGS3MO,,,,,3.16,0.000139442,,daily,USD,dzhang4@scu.edu
11/17/1993,DGS3MO,,,,,3.16,8.85E-05,,daily,USD,dzhang4@scu.edu
11/18/1993,DGS3MO,,,,,3.18,3.81E-05,,daily,USD,dzhang4@scu.edu
11/19/1993,DGS3MO,,,,,3.2,3.86E-05,,daily,USD,dzhang4@scu.edu
11/22/1993,DGS3MO,,,,,3.21,2.44E-04,,daily,USD,dzhang4@scu.edu
11/23/1993,DGS3MO,,,,,3.19,0.000140293,,daily,USD,dzhang4@scu.edu
11/24/1993,DGS3MO,,,,,3.19,8.93E-05,,daily,USD,dzhang4@scu.edu
11/26/1993,DGS3MO,,,,,3.18,0.000203848,,daily,USD,dzhang4@scu.edu
11/29/1993,DGS3MO,,,,,3.2,2.17E-04,,daily,USD,dzhang4@scu.edu
11/30/1993,DGS3MO,,,,,3.21,6.44E-05,,daily,USD,dzhang4@scu.edu
12/1/1993,DGS3MO,,,,,3.19,0.000140293,,daily,USD,dzhang4@scu.edu
12/2/1993,DGS3MO,,,,,3.18,0.000114524,,daily,USD,dzhang4@scu.edu
12/3/1993,DGS3MO,,,,,3.18,8.90E-05,,daily,USD,dzhang4@scu.edu
12/6/1993,DGS3MO,,,,,3.18,2.67E-04,,daily,USD,dzhang4@scu.edu
12/7/1993,DGS3MO,,,,,3.16,0.000139442,,daily,USD,dzhang4@scu.edu
12/8/1993,DGS3MO,,,,,3.15,0.000113676,,daily,USD,dzhang4@scu.edu
12/9/1993,DGS3MO,,,,,3.13,0.000138591,,daily,USD,dzhang4@scu.edu
12/10/1993,DGS3MO,,,,,3.12,0.000112827,,daily,USD,dzhang4@scu.edu
12/13/1993,DGS3MO,,,,,3.12,2.62E-04,,daily,USD,dzhang4@scu.edu
12/14/1993,DGS3MO,,,,,3.11,0.000112545,,daily,USD,dzhang4@scu.edu
12/15/1993,DGS3MO,,,,,3.1,0.000112262,,daily,USD,dzhang4@scu.edu
12/16/1993,DGS3MO,,,,,3.1,8.68E-05,,daily,USD,dzhang4@scu.edu
12/17/1993,DGS3MO,,,,,3.09,0.000111979,,daily,USD,dzhang4@scu.edu
12/20/1993,DGS3MO,,,,,3.15,1.08E-04,,daily,USD,dzhang4@scu.edu
12/21/1993,DGS3MO,,,,,3.14,0.000113393,,daily,USD,dzhang4@scu.edu
12/22/1993,DGS3MO,,,,,3.13,0.00011311,,daily,USD,dzhang4@scu.edu
12/23/1993,DGS3MO,,,,,3.13,8.76E-05,,daily,USD,dzhang4@scu.edu
