date,symbols,open,high,low,close,adj_close,volume,frequency,currency,author
12/1/87,GC,0,0,0,0,487.80,0,daily,USD,rmdavis@scu.edu
12/2/87,GC,0,0,0,0,490.90,0,daily,USD,rmdavis@scu.edu
12/3/87,GC,0,0,0,0,491.10,0,daily,USD,rmdavis@scu.edu
12/4/87,GC,0,0,0,0,486.30,0,daily,USD,rmdavis@scu.edu
12/7/87,GC,0,0,0,0,481.20,0,daily,USD,rmdavis@scu.edu
12/8/87,GC,0,0,0,0,484.30,0,daily,USD,rmdavis@scu.edu
12/9/87,GC,0,0,0,0,484.20,0,daily,USD,rmdavis@scu.edu
12/10/87,GC,0,0,0,0,488.00,0,daily,USD,rmdavis@scu.edu
12/11/87,GC,0,0,0,0,493.50,0,daily,USD,rmdavis@scu.edu
12/14/87,GC,0,0,0,0,499.80,0,daily,USD,rmdavis@scu.edu
12/15/87,GC,0,0,0,0,492.50,0,daily,USD,rmdavis@scu.edu
12/16/87,GC,0,0,0,0,486.30,0,daily,USD,rmdavis@scu.edu
12/17/87,GC,0,0,0,0,477.50,0,daily,USD,rmdavis@scu.edu
12/18/87,GC,0,0,0,0,481.00,0,daily,USD,rmdavis@scu.edu
12/21/87,GC,0,0,0,0,480.00,0,daily,USD,rmdavis@scu.edu
12/22/87,GC,0,0,0,0,483.00,0,daily,USD,rmdavis@scu.edu
12/23/87,GC,0,0,0,0,481.50,0,daily,USD,rmdavis@scu.edu
12/24/87,GC,0,0,0,0,481.50,0,daily,USD,rmdavis@scu.edu
12/25/87,GC,0,0,0,0,481.50,0,daily,USD,rmdavis@scu.edu
12/28/87,GC,0,0,0,0,481.50,0,daily,USD,rmdavis@scu.edu
12/29/87,GC,0,0,0,0,485.70,0,daily,USD,rmdavis@scu.edu
12/30/87,GC,0,0,0,0,484.10,0,daily,USD,rmdavis@scu.edu
12/31/87,GC,0,0,0,0,484.10,0,daily,USD,rmdavis@scu.edu
1/1/88,GC,0,0,0,0,484.10,0,daily,USD,rmdavis@scu.edu
1/4/88,GC,0,0,0,0,480.50,0,daily,USD,rmdavis@scu.edu
1/5/88,GC,0,0,0,0,475.50,0,daily,USD,rmdavis@scu.edu
1/6/88,GC,0,0,0,0,481.40,0,daily,USD,rmdavis@scu.edu
1/7/88,GC,0,0,0,0,483.50,0,daily,USD,rmdavis@scu.edu
1/8/88,GC,0,0,0,0,483.90,0,daily,USD,rmdavis@scu.edu
1/11/88,GC,0,0,0,0,483.90,0,daily,USD,rmdavis@scu.edu
1/12/88,GC,0,0,0,0,480.40,0,daily,USD,rmdavis@scu.edu
1/13/88,GC,0,0,0,0,481.90,0,daily,USD,rmdavis@scu.edu
1/14/88,GC,0,0,0,0,481.40,0,daily,USD,rmdavis@scu.edu
1/15/88,GC,0,0,0,0,480.30,0,daily,USD,rmdavis@scu.edu
1/18/88,GC,0,0,0,0,475.40,0,daily,USD,rmdavis@scu.edu
1/19/88,GC,0,0,0,0,477.10,0,daily,USD,rmdavis@scu.edu
1/20/88,GC,0,0,0,0,477.70,0,daily,USD,rmdavis@scu.edu
1/21/88,GC,0,0,0,0,477.20,0,daily,USD,rmdavis@scu.edu
1/22/88,GC,0,0,0,0,476.20,0,daily,USD,rmdavis@scu.edu
1/25/88,GC,0,0,0,0,476.30,0,daily,USD,rmdavis@scu.edu
1/26/88,GC,0,0,0,0,469.80,0,daily,USD,rmdavis@scu.edu
1/27/88,GC,0,0,0,0,465.00,0,daily,USD,rmdavis@scu.edu
1/28/88,GC,0,0,0,0,466.40,0,daily,USD,rmdavis@scu.edu
1/29/88,GC,0,0,0,0,458.00,0,daily,USD,rmdavis@scu.edu
2/1/88,GC,0,0,0,0,452.70,0,daily,USD,rmdavis@scu.edu
2/2/88,GC,0,0,0,0,455.90,0,daily,USD,rmdavis@scu.edu
2/3/88,GC,0,0,0,0,445.40,0,daily,USD,rmdavis@scu.edu
2/4/88,GC,0,0,0,0,443.30,0,daily,USD,rmdavis@scu.edu
2/5/88,GC,0,0,0,0,441.70,0,daily,USD,rmdavis@scu.edu
2/8/88,GC,0,0,0,0,442.10,0,daily,USD,rmdavis@scu.edu
2/9/88,GC,0,0,0,0,438.60,0,daily,USD,rmdavis@scu.edu
2/10/88,GC,0,0,0,0,441.10,0,daily,USD,rmdavis@scu.edu
2/11/88,GC,0,0,0,0,440.60,0,daily,USD,rmdavis@scu.edu
2/12/88,GC,0,0,0,0,443.60,0,daily,USD,rmdavis@scu.edu
2/15/88,GC,0,0,0,0,445.50,0,daily,USD,rmdavis@scu.edu
2/16/88,GC,0,0,0,0,445.00,0,daily,USD,rmdavis@scu.edu
2/17/88,GC,0,0,0,0,445.60,0,daily,USD,rmdavis@scu.edu
2/18/88,GC,0,0,0,0,447.30,0,daily,USD,rmdavis@scu.edu
2/19/88,GC,0,0,0,0,442.90,0,daily,USD,rmdavis@scu.edu
2/22/88,GC,0,0,0,0,445.50,0,daily,USD,rmdavis@scu.edu
2/23/88,GC,0,0,0,0,442.40,0,daily,USD,rmdavis@scu.edu
2/24/88,GC,0,0,0,0,435.80,0,daily,USD,rmdavis@scu.edu
2/25/88,GC,0,0,0,0,432.10,0,daily,USD,rmdavis@scu.edu
2/26/88,GC,0,0,0,0,430.50,0,daily,USD,rmdavis@scu.edu
2/29/88,GC,0,0,0,0,426.20,0,daily,USD,rmdavis@scu.edu
3/1/88,GC,0,0,0,0,429.30,0,daily,USD,rmdavis@scu.edu
3/2/88,GC,0,0,0,0,428.90,0,daily,USD,rmdavis@scu.edu
3/3/88,GC,0,0,0,0,429.10,0,daily,USD,rmdavis@scu.edu
3/4/88,GC,0,0,0,0,431.80,0,daily,USD,rmdavis@scu.edu
3/7/88,GC,0,0,0,0,435.90,0,daily,USD,rmdavis@scu.edu
3/8/88,GC,0,0,0,0,436.40,0,daily,USD,rmdavis@scu.edu
3/9/88,GC,0,0,0,0,436.50,0,daily,USD,rmdavis@scu.edu
3/10/88,GC,0,0,0,0,442.40,0,daily,USD,rmdavis@scu.edu
3/11/88,GC,0,0,0,0,441.80,0,daily,USD,rmdavis@scu.edu
3/14/88,GC,0,0,0,0,442.30,0,daily,USD,rmdavis@scu.edu
3/15/88,GC,0,0,0,0,442.20,0,daily,USD,rmdavis@scu.edu
3/16/88,GC,0,0,0,0,446.20,0,daily,USD,rmdavis@scu.edu
3/17/88,GC,0,0,0,0,445.50,0,daily,USD,rmdavis@scu.edu
3/18/88,GC,0,0,0,0,442.90,0,daily,USD,rmdavis@scu.edu
3/21/88,GC,0,0,0,0,449.30,0,daily,USD,rmdavis@scu.edu
3/22/88,GC,0,0,0,0,447.90,0,daily,USD,rmdavis@scu.edu
3/23/88,GC,0,0,0,0,449.50,0,daily,USD,rmdavis@scu.edu
3/24/88,GC,0,0,0,0,454.00,0,daily,USD,rmdavis@scu.edu
3/25/88,GC,0,0,0,0,451.80,0,daily,USD,rmdavis@scu.edu
3/28/88,GC,0,0,0,0,453.90,0,daily,USD,rmdavis@scu.edu
3/29/88,GC,0,0,0,0,454.90,0,daily,USD,rmdavis@scu.edu
3/30/88,GC,0,0,0,0,453.80,0,daily,USD,rmdavis@scu.edu
3/31/88,GC,0,0,0,0,457.00,0,daily,USD,rmdavis@scu.edu
4/1/88,GC,0,0,0,0,457.00,0,daily,USD,rmdavis@scu.edu
4/4/88,GC,0,0,0,0,457.00,0,daily,USD,rmdavis@scu.edu
4/5/88,GC,0,0,0,0,453.60,0,daily,USD,rmdavis@scu.edu
4/6/88,GC,0,0,0,0,449.90,0,daily,USD,rmdavis@scu.edu
4/7/88,GC,0,0,0,0,447.20,0,daily,USD,rmdavis@scu.edu
4/8/88,GC,0,0,0,0,449.40,0,daily,USD,rmdavis@scu.edu
4/11/88,GC,0,0,0,0,448.80,0,daily,USD,rmdavis@scu.edu
4/12/88,GC,0,0,0,0,450.80,0,daily,USD,rmdavis@scu.edu
4/13/88,GC,0,0,0,0,449.40,0,daily,USD,rmdavis@scu.edu
4/14/88,GC,0,0,0,0,450.40,0,daily,USD,rmdavis@scu.edu
4/15/88,GC,0,0,0,0,456.30,0,daily,USD,rmdavis@scu.edu
4/18/88,GC,0,0,0,0,458.00,0,daily,USD,rmdavis@scu.edu
4/19/88,GC,0,0,0,0,456.90,0,daily,USD,rmdavis@scu.edu
4/20/88,GC,0,0,0,0,457.40,0,daily,USD,rmdavis@scu.edu
4/21/88,GC,0,0,0,0,454.30,0,daily,USD,rmdavis@scu.edu
4/22/88,GC,0,0,0,0,448.60,0,daily,USD,rmdavis@scu.edu
4/25/88,GC,0,0,0,0,450.20,0,daily,USD,rmdavis@scu.edu
4/26/88,GC,0,0,0,0,447.00,0,daily,USD,rmdavis@scu.edu
4/27/88,GC,0,0,0,0,450.30,0,daily,USD,rmdavis@scu.edu
4/28/88,GC,0,0,0,0,452.10,0,daily,USD,rmdavis@scu.edu
4/29/88,GC,0,0,0,0,449.00,0,daily,USD,rmdavis@scu.edu
5/2/88,GC,0,0,0,0,449.00,0,daily,USD,rmdavis@scu.edu
5/3/88,GC,0,0,0,0,445.90,0,daily,USD,rmdavis@scu.edu
5/4/88,GC,0,0,0,0,443.30,0,daily,USD,rmdavis@scu.edu
5/5/88,GC,0,0,0,0,444.90,0,daily,USD,rmdavis@scu.edu
5/6/88,GC,0,0,0,0,442.80,0,daily,USD,rmdavis@scu.edu
5/9/88,GC,0,0,0,0,444.40,0,daily,USD,rmdavis@scu.edu
5/10/88,GC,0,0,0,0,446.70,0,daily,USD,rmdavis@scu.edu
5/11/88,GC,0,0,0,0,449.10,0,daily,USD,rmdavis@scu.edu
5/12/88,GC,0,0,0,0,451.00,0,daily,USD,rmdavis@scu.edu
5/13/88,GC,0,0,0,0,449.50,0,daily,USD,rmdavis@scu.edu
5/16/88,GC,0,0,0,0,453.30,0,daily,USD,rmdavis@scu.edu
5/17/88,GC,0,0,0,0,454.70,0,daily,USD,rmdavis@scu.edu
5/18/88,GC,0,0,0,0,454.00,0,daily,USD,rmdavis@scu.edu
5/19/88,GC,0,0,0,0,457.90,0,daily,USD,rmdavis@scu.edu
5/20/88,GC,0,0,0,0,454.90,0,daily,USD,rmdavis@scu.edu
5/23/88,GC,0,0,0,0,457.30,0,daily,USD,rmdavis@scu.edu
5/24/88,GC,0,0,0,0,457.30,0,daily,USD,rmdavis@scu.edu
5/25/88,GC,0,0,0,0,453.90,0,daily,USD,rmdavis@scu.edu
5/26/88,GC,0,0,0,0,453.30,0,daily,USD,rmdavis@scu.edu
5/27/88,GC,0,0,0,0,452.00,0,daily,USD,rmdavis@scu.edu
5/30/88,GC,0,0,0,0,452.00,0,daily,USD,rmdavis@scu.edu
5/31/88,GC,0,0,0,0,455.50,0,daily,USD,rmdavis@scu.edu
6/1/88,GC,0,0,0,0,456.80,0,daily,USD,rmdavis@scu.edu
6/2/88,GC,0,0,0,0,453.70,0,daily,USD,rmdavis@scu.edu
6/3/88,GC,0,0,0,0,464.70,0,daily,USD,rmdavis@scu.edu
6/6/88,GC,0,0,0,0,464.60,0,daily,USD,rmdavis@scu.edu
6/7/88,GC,0,0,0,0,464.40,0,daily,USD,rmdavis@scu.edu
6/8/88,GC,0,0,0,0,457.90,0,daily,USD,rmdavis@scu.edu
6/9/88,GC,0,0,0,0,455.50,0,daily,USD,rmdavis@scu.edu
6/10/88,GC,0,0,0,0,457.60,0,daily,USD,rmdavis@scu.edu
6/13/88,GC,0,0,0,0,449.00,0,daily,USD,rmdavis@scu.edu
6/14/88,GC,0,0,0,0,446.50,0,daily,USD,rmdavis@scu.edu
6/15/88,GC,0,0,0,0,452.00,0,daily,USD,rmdavis@scu.edu
6/16/88,GC,0,0,0,0,453.90,0,daily,USD,rmdavis@scu.edu
6/17/88,GC,0,0,0,0,450.30,0,daily,USD,rmdavis@scu.edu
6/20/88,GC,0,0,0,0,454.20,0,daily,USD,rmdavis@scu.edu
6/21/88,GC,0,0,0,0,451.70,0,daily,USD,rmdavis@scu.edu
6/22/88,GC,0,0,0,0,448.50,0,daily,USD,rmdavis@scu.edu
6/23/88,GC,0,0,0,0,447.80,0,daily,USD,rmdavis@scu.edu
6/24/88,GC,0,0,0,0,443.30,0,daily,USD,rmdavis@scu.edu
6/27/88,GC,0,0,0,0,443.30,0,daily,USD,rmdavis@scu.edu
6/28/88,GC,0,0,0,0,443.90,0,daily,USD,rmdavis@scu.edu
6/29/88,GC,0,0,0,0,433.60,0,daily,USD,rmdavis@scu.edu
6/30/88,GC,0,0,0,0,436.60,0,daily,USD,rmdavis@scu.edu
7/1/88,GC,0,0,0,0,436.90,0,daily,USD,rmdavis@scu.edu
7/4/88,GC,0,0,0,0,437.60,0,daily,USD,rmdavis@scu.edu
7/5/88,GC,0,0,0,0,437.50,0,daily,USD,rmdavis@scu.edu
7/6/88,GC,0,0,0,0,436.80,0,daily,USD,rmdavis@scu.edu
7/7/88,GC,0,0,0,0,440.90,0,daily,USD,rmdavis@scu.edu
7/8/88,GC,0,0,0,0,439.40,0,daily,USD,rmdavis@scu.edu
7/11/88,GC,0,0,0,0,436.80,0,daily,USD,rmdavis@scu.edu
7/12/88,GC,0,0,0,0,433.80,0,daily,USD,rmdavis@scu.edu
7/13/88,GC,0,0,0,0,435.00,0,daily,USD,rmdavis@scu.edu
7/14/88,GC,0,0,0,0,440.80,0,daily,USD,rmdavis@scu.edu
7/15/88,GC,0,0,0,0,439.10,0,daily,USD,rmdavis@scu.edu
7/18/88,GC,0,0,0,0,435.70,0,daily,USD,rmdavis@scu.edu
7/19/88,GC,0,0,0,0,436.30,0,daily,USD,rmdavis@scu.edu
7/20/88,GC,0,0,0,0,444.80,0,daily,USD,rmdavis@scu.edu
7/21/88,GC,0,0,0,0,444.80,0,daily,USD,rmdavis@scu.edu
7/22/88,GC,0,0,0,0,442.20,0,daily,USD,rmdavis@scu.edu
7/25/88,GC,0,0,0,0,438.50,0,daily,USD,rmdavis@scu.edu
7/26/88,GC,0,0,0,0,431.20,0,daily,USD,rmdavis@scu.edu
7/27/88,GC,0,0,0,0,432.90,0,daily,USD,rmdavis@scu.edu
7/28/88,GC,0,0,0,0,432.80,0,daily,USD,rmdavis@scu.edu
7/29/88,GC,0,0,0,0,436.80,0,daily,USD,rmdavis@scu.edu
8/1/88,GC,0,0,0,0,434.60,0,daily,USD,rmdavis@scu.edu
8/2/88,GC,0,0,0,0,432.80,0,daily,USD,rmdavis@scu.edu
8/3/88,GC,0,0,0,0,434.10,0,daily,USD,rmdavis@scu.edu
8/4/88,GC,0,0,0,0,433.10,0,daily,USD,rmdavis@scu.edu
8/5/88,GC,0,0,0,0,432.90,0,daily,USD,rmdavis@scu.edu
8/8/88,GC,0,0,0,0,432.00,0,daily,USD,rmdavis@scu.edu
8/9/88,GC,0,0,0,0,425.80,0,daily,USD,rmdavis@scu.edu
8/10/88,GC,0,0,0,0,427.20,0,daily,USD,rmdavis@scu.edu
8/11/88,GC,0,0,0,0,428.00,0,daily,USD,rmdavis@scu.edu
8/12/88,GC,0,0,0,0,433.30,0,daily,USD,rmdavis@scu.edu
8/15/88,GC,0,0,0,0,430.30,0,daily,USD,rmdavis@scu.edu
8/16/88,GC,0,0,0,0,432.70,0,daily,USD,rmdavis@scu.edu
8/17/88,GC,0,0,0,0,429.00,0,daily,USD,rmdavis@scu.edu
8/18/88,GC,0,0,0,0,430.60,0,daily,USD,rmdavis@scu.edu
8/19/88,GC,0,0,0,0,432.60,0,daily,USD,rmdavis@scu.edu
8/22/88,GC,0,0,0,0,431.00,0,daily,USD,rmdavis@scu.edu
8/23/88,GC,0,0,0,0,432.60,0,daily,USD,rmdavis@scu.edu
8/24/88,GC,0,0,0,0,433.00,0,daily,USD,rmdavis@scu.edu
8/25/88,GC,0,0,0,0,434.20,0,daily,USD,rmdavis@scu.edu
8/26/88,GC,0,0,0,0,433.20,0,daily,USD,rmdavis@scu.edu
8/29/88,GC,0,0,0,0,433.20,0,daily,USD,rmdavis@scu.edu
8/30/88,GC,0,0,0,0,427.80,0,daily,USD,rmdavis@scu.edu
8/31/88,GC,0,0,0,0,427.80,0,daily,USD,rmdavis@scu.edu
9/1/88,GC,0,0,0,0,430.40,0,daily,USD,rmdavis@scu.edu
9/2/88,GC,0,0,0,0,428.80,0,daily,USD,rmdavis@scu.edu
9/5/88,GC,0,0,0,0,427.40,0,daily,USD,rmdavis@scu.edu
9/6/88,GC,0,0,0,0,428.50,0,daily,USD,rmdavis@scu.edu
9/7/88,GC,0,0,0,0,427.30,0,daily,USD,rmdavis@scu.edu
9/8/88,GC,0,0,0,0,428.30,0,daily,USD,rmdavis@scu.edu
9/9/88,GC,0,0,0,0,429.40,0,daily,USD,rmdavis@scu.edu
9/12/88,GC,0,0,0,0,419.40,0,daily,USD,rmdavis@scu.edu
9/13/88,GC,0,0,0,0,420.50,0,daily,USD,rmdavis@scu.edu
9/14/88,GC,0,0,0,0,421.50,0,daily,USD,rmdavis@scu.edu
9/15/88,GC,0,0,0,0,418.90,0,daily,USD,rmdavis@scu.edu
9/16/88,GC,0,0,0,0,415.20,0,daily,USD,rmdavis@scu.edu
9/19/88,GC,0,0,0,0,409.00,0,daily,USD,rmdavis@scu.edu
9/20/88,GC,0,0,0,0,410.00,0,daily,USD,rmdavis@scu.edu
9/21/88,GC,0,0,0,0,400.70,0,daily,USD,rmdavis@scu.edu
9/22/88,GC,0,0,0,0,397.80,0,daily,USD,rmdavis@scu.edu
9/23/88,GC,0,0,0,0,400.40,0,daily,USD,rmdavis@scu.edu
9/26/88,GC,0,0,0,0,395.30,0,daily,USD,rmdavis@scu.edu
9/27/88,GC,0,0,0,0,397.10,0,daily,USD,rmdavis@scu.edu
9/28/88,GC,0,0,0,0,395.40,0,daily,USD,rmdavis@scu.edu
9/29/88,GC,0,0,0,0,398.50,0,daily,USD,rmdavis@scu.edu
9/30/88,GC,0,0,0,0,396.70,0,daily,USD,rmdavis@scu.edu
10/3/88,GC,0,0,0,0,396.00,0,daily,USD,rmdavis@scu.edu
10/4/88,GC,0,0,0,0,398.50,0,daily,USD,rmdavis@scu.edu
10/5/88,GC,0,0,0,0,395.50,0,daily,USD,rmdavis@scu.edu
10/6/88,GC,0,0,0,0,403.80,0,daily,USD,rmdavis@scu.edu
10/7/88,GC,0,0,0,0,403.90,0,daily,USD,rmdavis@scu.edu
10/10/88,GC,0,0,0,0,406.80,0,daily,USD,rmdavis@scu.edu
10/11/88,GC,0,0,0,0,407.30,0,daily,USD,rmdavis@scu.edu
10/12/88,GC,0,0,0,0,406.40,0,daily,USD,rmdavis@scu.edu
10/13/88,GC,0,0,0,0,406.70,0,daily,USD,rmdavis@scu.edu
10/14/88,GC,0,0,0,0,407.60,0,daily,USD,rmdavis@scu.edu
10/17/88,GC,0,0,0,0,413.00,0,daily,USD,rmdavis@scu.edu
10/18/88,GC,0,0,0,0,411.50,0,daily,USD,rmdavis@scu.edu
10/19/88,GC,0,0,0,0,411.30,0,daily,USD,rmdavis@scu.edu
10/20/88,GC,0,0,0,0,412.20,0,daily,USD,rmdavis@scu.edu
10/21/88,GC,0,0,0,0,410.30,0,daily,USD,rmdavis@scu.edu
10/24/88,GC,0,0,0,0,405.50,0,daily,USD,rmdavis@scu.edu
10/25/88,GC,0,0,0,0,407.70,0,daily,USD,rmdavis@scu.edu
10/26/88,GC,0,0,0,0,407.40,0,daily,USD,rmdavis@scu.edu
10/27/88,GC,0,0,0,0,407.50,0,daily,USD,rmdavis@scu.edu
10/28/88,GC,0,0,0,0,411.50,0,daily,USD,rmdavis@scu.edu
10/31/88,GC,0,0,0,0,412.40,0,daily,USD,rmdavis@scu.edu
11/1/88,GC,0,0,0,0,410.90,0,daily,USD,rmdavis@scu.edu
11/2/88,GC,0,0,0,0,414.80,0,daily,USD,rmdavis@scu.edu
11/3/88,GC,0,0,0,0,423.40,0,daily,USD,rmdavis@scu.edu
11/4/88,GC,0,0,0,0,421.00,0,daily,USD,rmdavis@scu.edu
11/7/88,GC,0,0,0,0,420.60,0,daily,USD,rmdavis@scu.edu
11/8/88,GC,0,0,0,0,418.40,0,daily,USD,rmdavis@scu.edu
11/9/88,GC,0,0,0,0,420.80,0,daily,USD,rmdavis@scu.edu
11/10/88,GC,0,0,0,0,419.10,0,daily,USD,rmdavis@scu.edu
11/11/88,GC,0,0,0,0,420.30,0,daily,USD,rmdavis@scu.edu
11/14/88,GC,0,0,0,0,419.30,0,daily,USD,rmdavis@scu.edu
11/15/88,GC,0,0,0,0,424.00,0,daily,USD,rmdavis@scu.edu
11/16/88,GC,0,0,0,0,423.90,0,daily,USD,rmdavis@scu.edu
11/17/88,GC,0,0,0,0,422.00,0,daily,USD,rmdavis@scu.edu
11/18/88,GC,0,0,0,0,417.80,0,daily,USD,rmdavis@scu.edu
11/21/88,GC,0,0,0,0,416.00,0,daily,USD,rmdavis@scu.edu
11/22/88,GC,0,0,0,0,418.40,0,daily,USD,rmdavis@scu.edu
11/23/88,GC,0,0,0,0,419.30,0,daily,USD,rmdavis@scu.edu
11/24/88,GC,0,0,0,0,420.00,0,daily,USD,rmdavis@scu.edu
11/25/88,GC,0,0,0,0,424.10,0,daily,USD,rmdavis@scu.edu
11/28/88,GC,0,0,0,0,424.30,0,daily,USD,rmdavis@scu.edu
11/29/88,GC,0,0,0,0,423.10,0,daily,USD,rmdavis@scu.edu
11/30/88,GC,0,0,0,0,422.60,0,daily,USD,rmdavis@scu.edu
12/1/88,GC,0,0,0,0,424.80,0,daily,USD,rmdavis@scu.edu
12/2/88,GC,0,0,0,0,424.30,0,daily,USD,rmdavis@scu.edu
12/5/88,GC,0,0,0,0,429.00,0,daily,USD,rmdavis@scu.edu
12/6/88,GC,0,0,0,0,427.80,0,daily,USD,rmdavis@scu.edu
12/7/88,GC,0,0,0,0,422.60,0,daily,USD,rmdavis@scu.edu
12/8/88,GC,0,0,0,0,423.20,0,daily,USD,rmdavis@scu.edu
12/9/88,GC,0,0,0,0,419.80,0,daily,USD,rmdavis@scu.edu
12/12/88,GC,0,0,0,0,420.00,0,daily,USD,rmdavis@scu.edu
12/13/88,GC,0,0,0,0,420.50,0,daily,USD,rmdavis@scu.edu
12/14/88,GC,0,0,0,0,420.00,0,daily,USD,rmdavis@scu.edu
12/15/88,GC,0,0,0,0,418.50,0,daily,USD,rmdavis@scu.edu
12/16/88,GC,0,0,0,0,411.80,0,daily,USD,rmdavis@scu.edu
12/19/88,GC,0,0,0,0,413.00,0,daily,USD,rmdavis@scu.edu
12/20/88,GC,0,0,0,0,412.90,0,daily,USD,rmdavis@scu.edu
12/21/88,GC,0,0,0,0,414.60,0,daily,USD,rmdavis@scu.edu
12/22/88,GC,0,0,0,0,417.30,0,daily,USD,rmdavis@scu.edu
12/23/88,GC,0,0,0,0,417.30,0,daily,USD,rmdavis@scu.edu
12/26/88,GC,0,0,0,0,417.30,0,daily,USD,rmdavis@scu.edu
12/27/88,GC,0,0,0,0,417.30,0,daily,USD,rmdavis@scu.edu
12/28/88,GC,0,0,0,0,412.90,0,daily,USD,rmdavis@scu.edu
12/29/88,GC,0,0,0,0,410.30,0,daily,USD,rmdavis@scu.edu
12/30/88,GC,0,0,0,0,410.30,0,daily,USD,rmdavis@scu.edu
1/2/89,GC,0,0,0,0,410.30,0,daily,USD,rmdavis@scu.edu
1/3/89,GC,0,0,0,0,411.60,0,daily,USD,rmdavis@scu.edu
1/4/89,GC,0,0,0,0,409.40,0,daily,USD,rmdavis@scu.edu
1/5/89,GC,0,0,0,0,407.30,0,daily,USD,rmdavis@scu.edu
1/6/89,GC,0,0,0,0,406.40,0,daily,USD,rmdavis@scu.edu
1/9/89,GC,0,0,0,0,402.50,0,daily,USD,rmdavis@scu.edu
1/10/89,GC,0,0,0,0,404.50,0,daily,USD,rmdavis@scu.edu
1/11/89,GC,0,0,0,0,403.80,0,daily,USD,rmdavis@scu.edu
1/12/89,GC,0,0,0,0,404.20,0,daily,USD,rmdavis@scu.edu
1/13/89,GC,0,0,0,0,405.60,0,daily,USD,rmdavis@scu.edu
1/16/89,GC,0,0,0,0,401.50,0,daily,USD,rmdavis@scu.edu
1/17/89,GC,0,0,0,0,402.30,0,daily,USD,rmdavis@scu.edu
1/18/89,GC,0,0,0,0,402.50,0,daily,USD,rmdavis@scu.edu
1/19/89,GC,0,0,0,0,403.60,0,daily,USD,rmdavis@scu.edu
1/20/89,GC,0,0,0,0,405.50,0,daily,USD,rmdavis@scu.edu
1/23/89,GC,0,0,0,0,407.50,0,daily,USD,rmdavis@scu.edu
1/24/89,GC,0,0,0,0,408.30,0,daily,USD,rmdavis@scu.edu
1/25/89,GC,0,0,0,0,404.20,0,daily,USD,rmdavis@scu.edu
1/26/89,GC,0,0,0,0,406.30,0,daily,USD,rmdavis@scu.edu
1/27/89,GC,0,0,0,0,399.80,0,daily,USD,rmdavis@scu.edu
1/30/89,GC,0,0,0,0,394.00,0,daily,USD,rmdavis@scu.edu
1/31/89,GC,0,0,0,0,394.00,0,daily,USD,rmdavis@scu.edu
2/1/89,GC,0,0,0,0,392.80,0,daily,USD,rmdavis@scu.edu
2/2/89,GC,0,0,0,0,391.10,0,daily,USD,rmdavis@scu.edu
2/3/89,GC,0,0,0,0,390.00,0,daily,USD,rmdavis@scu.edu
2/6/89,GC,0,0,0,0,387.90,0,daily,USD,rmdavis@scu.edu
2/7/89,GC,0,0,0,0,391.00,0,daily,USD,rmdavis@scu.edu
2/8/89,GC,0,0,0,0,390.60,0,daily,USD,rmdavis@scu.edu
2/9/89,GC,0,0,0,0,393.80,0,daily,USD,rmdavis@scu.edu
2/10/89,GC,0,0,0,0,389.60,0,daily,USD,rmdavis@scu.edu
2/13/89,GC,0,0,0,0,384.50,0,daily,USD,rmdavis@scu.edu
2/14/89,GC,0,0,0,0,384.10,0,daily,USD,rmdavis@scu.edu
2/15/89,GC,0,0,0,0,381.00,0,daily,USD,rmdavis@scu.edu
2/16/89,GC,0,0,0,0,384.30,0,daily,USD,rmdavis@scu.edu
2/17/89,GC,0,0,0,0,380.40,0,daily,USD,rmdavis@scu.edu
2/20/89,GC,0,0,0,0,382.40,0,daily,USD,rmdavis@scu.edu
2/21/89,GC,0,0,0,0,383.50,0,daily,USD,rmdavis@scu.edu
2/22/89,GC,0,0,0,0,386.80,0,daily,USD,rmdavis@scu.edu
2/23/89,GC,0,0,0,0,390.50,0,daily,USD,rmdavis@scu.edu
2/24/89,GC,0,0,0,0,388.40,0,daily,USD,rmdavis@scu.edu
2/27/89,GC,0,0,0,0,390.60,0,daily,USD,rmdavis@scu.edu
2/28/89,GC,0,0,0,0,387.00,0,daily,USD,rmdavis@scu.edu
3/1/89,GC,0,0,0,0,384.10,0,daily,USD,rmdavis@scu.edu
3/2/89,GC,0,0,0,0,383.90,0,daily,USD,rmdavis@scu.edu
3/3/89,GC,0,0,0,0,386.40,0,daily,USD,rmdavis@scu.edu
3/6/89,GC,0,0,0,0,387.30,0,daily,USD,rmdavis@scu.edu
3/7/89,GC,0,0,0,0,390.80,0,daily,USD,rmdavis@scu.edu
3/8/89,GC,0,0,0,0,394.60,0,daily,USD,rmdavis@scu.edu
3/9/89,GC,0,0,0,0,391.50,0,daily,USD,rmdavis@scu.edu
3/10/89,GC,0,0,0,0,393.50,0,daily,USD,rmdavis@scu.edu
3/13/89,GC,0,0,0,0,392.50,0,daily,USD,rmdavis@scu.edu
3/14/89,GC,0,0,0,0,395.00,0,daily,USD,rmdavis@scu.edu
3/15/89,GC,0,0,0,0,392.90,0,daily,USD,rmdavis@scu.edu
3/16/89,GC,0,0,0,0,389.40,0,daily,USD,rmdavis@scu.edu
3/17/89,GC,0,0,0,0,394.30,0,daily,USD,rmdavis@scu.edu
3/20/89,GC,0,0,0,0,395.50,0,daily,USD,rmdavis@scu.edu
