start_date,end_date,reported_date,country,indicator,adj_value_unemp,adj_rate,unadj_value,unadj_rate,frequency,currency,author
6/1/1968,6/30/1968,NULL,USA,unemp,2938,3.7,3615,4.5,monthly,USD,kshah5@scu.edu
7/1/1968,7/31/1968,NULL,USA,unemp,2883,3.7,3217,4,monthly,USD,kshah5@scu.edu
8/1/1968,8/31/1968,NULL,USA,unemp,2768,3.5,2772,3.5,monthly,USD,kshah5@scu.edu
9/1/1968,9/30/1968,NULL,USA,unemp,2686,3.4,2607,3.3,monthly,USD,kshah5@scu.edu
10/1/1968,10/31/1968,NULL,USA,unemp,2689,3.4,2510,3.2,monthly,USD,kshah5@scu.edu
11/1/1968,11/30/1968,NULL,USA,unemp,2715,3.4,2576,3.3,monthly,USD,kshah5@scu.edu
12/1/1968,12/31/1968,NULL,USA,unemp,2685,3.4,2418,3.1,monthly,USD,kshah5@scu.edu
1/1/1969,1/31/1969,NULL,USA,unemp,2718,3.4,2875,3.7,monthly,USD,kshah5@scu.edu
2/1/1969,2/28/1969,NULL,USA,unemp,2692,3.4,2923,3.7,monthly,USD,kshah5@scu.edu
3/1/1969,3/31/1969,NULL,USA,unemp,2712,3.4,2747,3.5,monthly,USD,kshah5@scu.edu
4/1/1969,4/30/1969,NULL,USA,unemp,2758,3.4,2542,3.2,monthly,USD,kshah5@scu.edu
5/1/1969,5/31/1969,NULL,USA,unemp,2713,3.4,2300,2.9,monthly,USD,kshah5@scu.edu
6/1/1969,6/30/1969,NULL,USA,unemp,2816,3.5,3399,4.1,monthly,USD,kshah5@scu.edu
7/1/1969,7/31/1969,NULL,USA,unemp,2868,3.5,3182,3.8,monthly,USD,kshah5@scu.edu
8/1/1969,8/31/1969,NULL,USA,unemp,2856,3.5,2870,3.5,monthly,USD,kshah5@scu.edu
9/1/1969,9/30/1969,NULL,USA,unemp,3040,3.7,2958,3.7,monthly,USD,kshah5@scu.edu
10/1/1969,10/31/1969,NULL,USA,unemp,3049,3.7,2840,3.5,monthly,USD,kshah5@scu.edu
11/1/1969,11/30/1969,NULL,USA,unemp,2856,3.5,2711,3.3,monthly,USD,kshah5@scu.edu
12/1/1969,12/31/1969,NULL,USA,unemp,2884,3.5,2627,3.2,monthly,USD,kshah5@scu.edu
1/1/1970,1/31/1970,NULL,USA,unemp,3201,3.9,3406,4.2,monthly,USD,kshah5@scu.edu
2/1/1970,2/28/1970,NULL,USA,unemp,3453,4.2,3794,4.7,monthly,USD,kshah5@scu.edu
3/1/1970,3/31/1970,NULL,USA,unemp,3635,4.4,3732,4.6,monthly,USD,kshah5@scu.edu
4/1/1970,4/30/1970,NULL,USA,unemp,3797,4.6,3552,4.3,monthly,USD,kshah5@scu.edu
5/1/1970,5/31/1970,NULL,USA,unemp,3919,4.8,3385,4.1,monthly,USD,kshah5@scu.edu
6/1/1970,6/30/1970,NULL,USA,unemp,4071,4.9,4671,5.6,monthly,USD,kshah5@scu.edu
7/1/1970,7/31/1970,NULL,USA,unemp,4175,5,4514,5.3,monthly,USD,kshah5@scu.edu
8/1/1970,8/31/1970,NULL,USA,unemp,4256,5.1,4226,5,monthly,USD,kshah5@scu.edu
9/1/1970,9/30/1970,NULL,USA,unemp,4456,5.4,4300,5.2,monthly,USD,kshah5@scu.edu
10/1/1970,10/31/1970,NULL,USA,unemp,4591,5.5,4269,5.1,monthly,USD,kshah5@scu.edu
11/1/1970,11/30/1970,NULL,USA,unemp,4898,5.9,4618,5.5,monthly,USD,kshah5@scu.edu
12/1/1970,12/31/1970,NULL,USA,unemp,5076,6.1,4650,5.6,monthly,USD,kshah5@scu.edu
1/1/1971,1/31/1971,NULL,USA,unemp,4986,5.9,5429,6.6,monthly,USD,kshah5@scu.edu
2/1/1971,2/28/1971,NULL,USA,unemp,4903,5.9,5458,6.6,monthly,USD,kshah5@scu.edu
3/1/1971,3/31/1971,NULL,USA,unemp,4987,6,5190,6.3,monthly,USD,kshah5@scu.edu
4/1/1971,4/30/1971,NULL,USA,unemp,4959,5.9,4712,5.7,monthly,USD,kshah5@scu.edu
5/1/1971,5/31/1971,NULL,USA,unemp,4996,5.9,4415,5.3,monthly,USD,kshah5@scu.edu
6/1/1971,6/30/1971,NULL,USA,unemp,4949,5.9,5511,6.5,monthly,USD,kshah5@scu.edu
7/1/1971,7/31/1971,NULL,USA,unemp,5035,6,5354,6.2,monthly,USD,kshah5@scu.edu
8/1/1971,8/31/1971,NULL,USA,unemp,5134,6.1,5086,5.9,monthly,USD,kshah5@scu.edu
9/1/1971,9/30/1971,NULL,USA,unemp,5042,6,4867,5.8,monthly,USD,kshah5@scu.edu
10/1/1971,10/31/1971,NULL,USA,unemp,4954,5.8,4599,5.4,monthly,USD,kshah5@scu.edu
11/1/1971,11/30/1971,NULL,USA,unemp,5161,6,4846,5.7,monthly,USD,kshah5@scu.edu
12/1/1971,12/31/1971,NULL,USA,unemp,5154,6,4728,5.5,monthly,USD,kshah5@scu.edu
1/1/1972,1/31/1972,NULL,USA,unemp,5019,5.8,5481,6.5,monthly,USD,kshah5@scu.edu
2/1/1972,2/28/1972,NULL,USA,unemp,4928,5.7,5446,6.4,monthly,USD,kshah5@scu.edu
3/1/1972,3/31/1972,NULL,USA,unemp,5038,5.8,5250,6.1,monthly,USD,kshah5@scu.edu
4/1/1972,4/30/1972,NULL,USA,unemp,4959,5.7,4732,5.5,monthly,USD,kshah5@scu.edu
5/1/1972,5/31/1972,NULL,USA,unemp,4922,5.7,4382,5.1,monthly,USD,kshah5@scu.edu
6/1/1972,6/30/1972,NULL,USA,unemp,4923,5.7,5467,6.2,monthly,USD,kshah5@scu.edu
7/1/1972,7/31/1972,NULL,USA,unemp,4913,5.6,5216,5.9,monthly,USD,kshah5@scu.edu
8/1/1972,8/31/1972,NULL,USA,unemp,4939,5.6,4901,5.5,monthly,USD,kshah5@scu.edu
9/1/1972,9/30/1972,NULL,USA,unemp,4849,5.5,4705,5.4,monthly,USD,kshah5@scu.edu
10/1/1972,10/31/1972,NULL,USA,unemp,4875,5.6,4518,5.1,monthly,USD,kshah5@scu.edu
11/1/1972,11/30/1972,NULL,USA,unemp,4602,5.3,4317,4.9,monthly,USD,kshah5@scu.edu
12/1/1972,12/31/1972,NULL,USA,unemp,4543,5.2,4169,4.8,monthly,USD,kshah5@scu.edu
1/1/1973,1/31/1973,NULL,USA,unemp,4326,4.9,4730,5.5,monthly,USD,kshah5@scu.edu
2/1/1973,2/28/1973,NULL,USA,unemp,4452,5,4898,5.6,monthly,USD,kshah5@scu.edu
3/1/1973,3/31/1973,NULL,USA,unemp,4394,4.9,4564,5.2,monthly,USD,kshah5@scu.edu
4/1/1973,4/30/1973,NULL,USA,unemp,4459,5,4227,4.8,monthly,USD,kshah5@scu.edu
5/1/1973,5/31/1973,NULL,USA,unemp,4329,4.9,3855,4.4,monthly,USD,kshah5@scu.edu
6/1/1973,6/30/1973,NULL,USA,unemp,4363,4.9,4907,5.4,monthly,USD,kshah5@scu.edu
7/1/1973,7/31/1973,NULL,USA,unemp,4305,4.8,4613,5,monthly,USD,kshah5@scu.edu
8/1/1973,8/31/1973,NULL,USA,unemp,4305,4.8,4273,4.7,monthly,USD,kshah5@scu.edu
9/1/1973,9/30/1973,NULL,USA,unemp,4350,4.8,4230,4.7,monthly,USD,kshah5@scu.edu
10/1/1973,10/31/1973,NULL,USA,unemp,4144,4.6,3830,4.2,monthly,USD,kshah5@scu.edu
11/1/1973,11/30/1973,NULL,USA,unemp,4396,4.8,4127,4.6,monthly,USD,kshah5@scu.edu
12/1/1973,12/31/1973,NULL,USA,unemp,4489,4.9,4130,4.6,monthly,USD,kshah5@scu.edu
1/1/1974,1/31/1974,NULL,USA,unemp,4644,5.1,5081,5.7,monthly,USD,kshah5@scu.edu
2/1/1974,2/28/1974,NULL,USA,unemp,4731,5.2,5212,5.8,monthly,USD,kshah5@scu.edu
3/1/1974,3/31/1974,NULL,USA,unemp,4634,5.1,4826,5.3,monthly,USD,kshah5@scu.edu
4/1/1974,4/30/1974,NULL,USA,unemp,4618,5.1,4372,4.8,monthly,USD,kshah5@scu.edu
5/1/1974,5/31/1974,NULL,USA,unemp,4705,5.1,4219,4.6,monthly,USD,kshah5@scu.edu
6/1/1974,6/30/1974,NULL,USA,unemp,4927,5.4,5459,5.8,monthly,USD,kshah5@scu.edu
7/1/1974,7/31/1974,NULL,USA,unemp,5063,5.5,5341,5.7,monthly,USD,kshah5@scu.edu
8/1/1974,8/31/1974,NULL,USA,unemp,5022,5.5,4967,5.3,monthly,USD,kshah5@scu.edu
9/1/1974,9/30/1974,NULL,USA,unemp,5437,5.9,5287,5.7,monthly,USD,kshah5@scu.edu
10/1/1974,10/31/1974,NULL,USA,unemp,5523,6,5131,5.5,monthly,USD,kshah5@scu.edu
11/1/1974,11/30/1974,NULL,USA,unemp,6140,6.6,5775,6.2,monthly,USD,kshah5@scu.edu
12/1/1974,12/31/1974,NULL,USA,unemp,6636,7.2,6199,6.7,monthly,USD,kshah5@scu.edu
1/1/1975,1/31/1975,NULL,USA,unemp,7501,8.1,8272,9,monthly,USD,kshah5@scu.edu
2/1/1975,2/28/1975,NULL,USA,unemp,7520,8.1,8399,9.1,monthly,USD,kshah5@scu.edu
3/1/1975,3/31/1975,NULL,USA,unemp,7978,8.6,8446,9.1,monthly,USD,kshah5@scu.edu
4/1/1975,4/30/1975,NULL,USA,unemp,8210,8.8,7908,8.6,monthly,USD,kshah5@scu.edu
5/1/1975,5/31/1975,NULL,USA,unemp,8433,9,7715,8.3,monthly,USD,kshah5@scu.edu
6/1/1975,6/30/1975,NULL,USA,unemp,8220,8.8,8667,9.1,monthly,USD,kshah5@scu.edu
7/1/1975,7/31/1975,NULL,USA,unemp,8127,8.6,8311,8.7,monthly,USD,kshah5@scu.edu
8/1/1975,8/31/1975,NULL,USA,unemp,7928,8.4,7799,8.2,monthly,USD,kshah5@scu.edu
9/1/1975,9/30/1975,NULL,USA,unemp,7923,8.4,7624,8.1,monthly,USD,kshah5@scu.edu
10/1/1975,10/31/1975,NULL,USA,unemp,7897,8.4,7350,7.8,monthly,USD,kshah5@scu.edu
11/1/1975,11/30/1975,NULL,USA,unemp,7794,8.3,7341,7.8,monthly,USD,kshah5@scu.edu
12/1/1975,12/31/1975,NULL,USA,unemp,7744,8.2,7307,7.8,monthly,USD,kshah5@scu.edu
1/1/1976,1/31/1976,NULL,USA,unemp,7534,7.9,8286,8.8,monthly,USD,kshah5@scu.edu
2/1/1976,2/28/1976,NULL,USA,unemp,7326,7.7,8143,8.7,monthly,USD,kshah5@scu.edu
3/1/1976,3/31/1976,NULL,USA,unemp,7230,7.6,7631,8.1,monthly,USD,kshah5@scu.edu
4/1/1976,4/30/1976,NULL,USA,unemp,7330,7.7,6996,7.4,monthly,USD,kshah5@scu.edu
5/1/1976,5/31/1976,NULL,USA,unemp,7053,7.4,6415,6.8,monthly,USD,kshah5@scu.edu
6/1/1976,6/30/1976,NULL,USA,unemp,7322,7.6,7772,8,monthly,USD,kshah5@scu.edu
7/1/1976,7/31/1976,NULL,USA,unemp,7490,7.8,7697,7.8,monthly,USD,kshah5@scu.edu
8/1/1976,8/31/1976,NULL,USA,unemp,7518,7.8,7443,7.6,monthly,USD,kshah5@scu.edu
9/1/1976,9/30/1976,NULL,USA,unemp,7380,7.6,7148,7.4,monthly,USD,kshah5@scu.edu
10/1/1976,10/31/1976,NULL,USA,unemp,7430,7.7,6958,7.2,monthly,USD,kshah5@scu.edu
11/1/1976,11/30/1976,NULL,USA,unemp,7620,7.8,7224,7.4,monthly,USD,kshah5@scu.edu
12/1/1976,12/31/1976,NULL,USA,unemp,7545,7.8,7154,7.4,monthly,USD,kshah5@scu.edu
1/1/1977,1/31/1977,NULL,USA,unemp,7280,7.5,7980,8.3,monthly,USD,kshah5@scu.edu
2/1/1977,2/28/1977,NULL,USA,unemp,7443,7.6,8237,8.5,monthly,USD,kshah5@scu.edu
3/1/1977,3/31/1977,NULL,USA,unemp,7307,7.4,7680,7.9,monthly,USD,kshah5@scu.edu
4/1/1977,4/30/1977,NULL,USA,unemp,7059,7.2,6692,6.9,monthly,USD,kshah5@scu.edu
5/1/1977,5/31/1977,NULL,USA,unemp,6911,7,6280,6.4,monthly,USD,kshah5@scu.edu
6/1/1977,6/30/1977,NULL,USA,unemp,7134,7.2,7589,7.5,monthly,USD,kshah5@scu.edu
7/1/1977,7/31/1977,NULL,USA,unemp,6829,6.9,7081,7,monthly,USD,kshah5@scu.edu
8/1/1977,8/31/1977,NULL,USA,unemp,6925,7,6897,6.8,monthly,USD,kshah5@scu.edu
9/1/1977,9/30/1977,NULL,USA,unemp,6751,6.8,6579,6.6,monthly,USD,kshah5@scu.edu
10/1/1977,10/31/1977,NULL,USA,unemp,6763,6.8,6365,6.4,monthly,USD,kshah5@scu.edu
11/1/1977,11/30/1977,NULL,USA,unemp,6815,6.8,6495,6.5,monthly,USD,kshah5@scu.edu
12/1/1977,12/31/1977,NULL,USA,unemp,6386,6.4,6031,6,monthly,USD,kshah5@scu.edu
1/1/1978,1/31/1978,NULL,USA,unemp,6489,6.4,7048,7.1,monthly,USD,kshah5@scu.edu
2/1/1978,2/28/1978,NULL,USA,unemp,6318,6.3,6886,6.9,monthly,USD,kshah5@scu.edu
3/1/1978,3/31/1978,NULL,USA,unemp,6337,6.3,6621,6.6,monthly,USD,kshah5@scu.edu
4/1/1978,4/30/1978,NULL,USA,unemp,6180,6.1,5826,5.8,monthly,USD,kshah5@scu.edu
5/1/1978,5/31/1978,NULL,USA,unemp,6127,6,5605,5.5,monthly,USD,kshah5@scu.edu
6/1/1978,6/30/1978,NULL,USA,unemp,6028,5.9,6481,6.2,monthly,USD,kshah5@scu.edu
7/1/1978,7/31/1978,NULL,USA,unemp,6309,6.2,6597,6.3,monthly,USD,kshah5@scu.edu
8/1/1978,8/31/1978,NULL,USA,unemp,6080,5.9,6090,5.9,monthly,USD,kshah5@scu.edu
9/1/1978,9/30/1978,NULL,USA,unemp,6125,6,5958,5.8,monthly,USD,kshah5@scu.edu
10/1/1978,10/31/1978,NULL,USA,unemp,5947,5.8,5624,5.4,monthly,USD,kshah5@scu.edu
11/1/1978,11/30/1978,NULL,USA,unemp,6077,5.9,5797,5.6,monthly,USD,kshah5@scu.edu
12/1/1978,12/31/1978,NULL,USA,unemp,6228,6,5896,5.7,monthly,USD,kshah5@scu.edu
1/1/1979,1/31/1979,NULL,USA,unemp,6109,5.9,6602,6.4,monthly,USD,kshah5@scu.edu
2/1/1979,2/28/1979,NULL,USA,unemp,6173,5.9,6649,6.4,monthly,USD,kshah5@scu.edu
3/1/1979,3/31/1979,NULL,USA,unemp,6109,5.8,6325,6.1,monthly,USD,kshah5@scu.edu
4/1/1979,4/30/1979,NULL,USA,unemp,6069,5.8,5720,5.5,monthly,USD,kshah5@scu.edu
5/1/1979,5/31/1979,NULL,USA,unemp,5840,5.6,5419,5.2,monthly,USD,kshah5@scu.edu
6/1/1979,6/30/1979,NULL,USA,unemp,5959,5.7,6409,6,monthly,USD,kshah5@scu.edu
7/1/1979,7/31/1979,NULL,USA,unemp,5996,5.7,6282,5.9,monthly,USD,kshah5@scu.edu
8/1/1979,8/31/1979,NULL,USA,unemp,6320,6,6315,5.9,monthly,USD,kshah5@scu.edu
9/1/1979,9/30/1979,NULL,USA,unemp,6190,5.9,5978,5.7,monthly,USD,kshah5@scu.edu
10/1/1979,10/31/1979,NULL,USA,unemp,6296,6,5964,5.6,monthly,USD,kshah5@scu.edu
11/1/1979,11/30/1979,NULL,USA,unemp,6238,5.9,5964,5.6,monthly,USD,kshah5@scu.edu
12/1/1979,12/31/1979,NULL,USA,unemp,6325,6,6027,5.7,monthly,USD,kshah5@scu.edu
1/1/1980,1/31/1980,NULL,USA,unemp,6683,6.3,7234,6.9,monthly,USD,kshah5@scu.edu
2/1/1980,2/28/1980,NULL,USA,unemp,6702,6.3,7177,6.8,monthly,USD,kshah5@scu.edu
3/1/1980,3/31/1980,NULL,USA,unemp,6729,6.3,6983,6.6,monthly,USD,kshah5@scu.edu
4/1/1980,4/30/1980,NULL,USA,unemp,7358,6.9,7023,6.7,monthly,USD,kshah5@scu.edu
5/1/1980,5/31/1980,NULL,USA,unemp,7984,7.5,7501,7.1,monthly,USD,kshah5@scu.edu
6/1/1980,6/30/1980,NULL,USA,unemp,8098,7.6,8481,7.8,monthly,USD,kshah5@scu.edu
7/1/1980,7/31/1980,NULL,USA,unemp,8363,7.8,8603,7.9,monthly,USD,kshah5@scu.edu
8/1/1980,8/31/1980,NULL,USA,unemp,8281,7.7,8202,7.6,monthly,USD,kshah5@scu.edu
9/1/1980,9/30/1980,NULL,USA,unemp,8021,7.5,7655,7.2,monthly,USD,kshah5@scu.edu
10/1/1980,10/31/1980,NULL,USA,unemp,8088,7.5,7674,7.1,monthly,USD,kshah5@scu.edu
11/1/1980,11/30/1980,NULL,USA,unemp,8023,7.5,7682,7.1,monthly,USD,kshah5@scu.edu
12/1/1980,12/31/1980,NULL,USA,unemp,7718,7.2,7430,6.9,monthly,USD,kshah5@scu.edu
1/1/1981,1/31/1981,NULL,USA,unemp,8071,7.5,8746,8.2,monthly,USD,kshah5@scu.edu
2/1/1981,2/28/1981,NULL,USA,unemp,8051,7.4,8614,8,monthly,USD,kshah5@scu.edu
3/1/1981,3/31/1981,NULL,USA,unemp,7982,7.4,8271,7.7,monthly,USD,kshah5@scu.edu
4/1/1981,4/30/1981,NULL,USA,unemp,7869,7.2,7561,7,monthly,USD,kshah5@scu.edu
5/1/1981,5/31/1981,NULL,USA,unemp,8174,7.5,7731,7.1,monthly,USD,kshah5@scu.edu
6/1/1981,6/30/1981,NULL,USA,unemp,8098,7.5,8485,7.7,monthly,USD,kshah5@scu.edu
7/1/1981,7/31/1981,NULL,USA,unemp,7863,7.2,8130,7.3,monthly,USD,kshah5@scu.edu
8/1/1981,8/31/1981,NULL,USA,unemp,8036,7.4,7947,7.2,monthly,USD,kshah5@scu.edu
9/1/1981,9/30/1981,NULL,USA,unemp,8230,7.6,7884,7.3,monthly,USD,kshah5@scu.edu
10/1/1981,10/31/1981,NULL,USA,unemp,8646,7.9,8216,7.5,monthly,USD,kshah5@scu.edu
11/1/1981,11/30/1981,NULL,USA,unemp,9029,8.3,8676,7.9,monthly,USD,kshah5@scu.edu
12/1/1981,12/31/1981,NULL,USA,unemp,9267,8.5,9013,8.3,monthly,USD,kshah5@scu.edu
1/1/1982,1/31/1982,NULL,USA,unemp,9397,8.6,10183,9.4,monthly,USD,kshah5@scu.edu
2/1/1982,2/28/1982,NULL,USA,unemp,9705,8.9,10378,9.6,monthly,USD,kshah5@scu.edu
3/1/1982,3/31/1982,NULL,USA,unemp,9895,9,10290,9.5,monthly,USD,kshah5@scu.edu
4/1/1982,4/30/1982,NULL,USA,unemp,10244,9.3,9957,9.2,monthly,USD,kshah5@scu.edu
5/1/1982,5/31/1982,NULL,USA,unemp,10335,9.4,9957,9.1,monthly,USD,kshah5@scu.edu
6/1/1982,6/30/1982,NULL,USA,unemp,10538,9.6,10886,9.8,monthly,USD,kshah5@scu.edu
7/1/1982,7/31/1982,NULL,USA,unemp,10849,9.8,11036,9.8,monthly,USD,kshah5@scu.edu
8/1/1982,8/31/1982,NULL,USA,unemp,10881,9.8,10710,9.6,monthly,USD,kshah5@scu.edu
9/1/1982,9/30/1982,NULL,USA,unemp,11217,10.1,10695,9.7,monthly,USD,kshah5@scu.edu
10/1/1982,10/31/1982,NULL,USA,unemp,11529,10.4,10942,9.9,monthly,USD,kshah5@scu.edu
11/1/1982,11/30/1982,NULL,USA,unemp,11938,10.8,11476,10.4,monthly,USD,kshah5@scu.edu
12/1/1982,12/31/1982,NULL,USA,unemp,12051,10.8,11628,10.5,monthly,USD,kshah5@scu.edu
1/1/1983,1/31/1983,NULL,USA,unemp,11534,10.4,12517,11.4,monthly,USD,kshah5@scu.edu
2/1/1983,2/28/1983,NULL,USA,unemp,11545,10.4,12382,11.3,monthly,USD,kshah5@scu.edu
3/1/1983,3/31/1983,NULL,USA,unemp,11408,10.3,11879,10.8,monthly,USD,kshah5@scu.edu
4/1/1983,4/30/1983,NULL,USA,unemp,11268,10.2,11035,10,monthly,USD,kshah5@scu.edu
5/1/1983,5/31/1983,NULL,USA,unemp,11154,10.1,10765,9.8,monthly,USD,kshah5@scu.edu
6/1/1983,6/30/1983,NULL,USA,unemp,11246,10.1,11570,10.2,monthly,USD,kshah5@scu.edu
7/1/1983,7/31/1983,NULL,USA,unemp,10548,9.4,10707,9.4,monthly,USD,kshah5@scu.edu
8/1/1983,8/31/1983,NULL,USA,unemp,10623,9.5,10411,9.2,monthly,USD,kshah5@scu.edu
9/1/1983,9/30/1983,NULL,USA,unemp,10282,9.2,9830,8.8,monthly,USD,kshah5@scu.edu
10/1/1983,10/31/1983,NULL,USA,unemp,9887,8.8,9383,8.4,monthly,USD,kshah5@scu.edu
11/1/1983,11/30/1983,NULL,USA,unemp,9499,8.5,9129,8.1,monthly,USD,kshah5@scu.edu
12/1/1983,12/31/1983,NULL,USA,unemp,9331,8.3,8992,8,monthly,USD,kshah5@scu.edu
1/1/1984,1/31/1984,NULL,USA,unemp,9008,8,9755,8.8,monthly,USD,kshah5@scu.edu
2/1/1984,2/28/1984,NULL,USA,unemp,8791,7.8,9407,8.4,monthly,USD,kshah5@scu.edu
3/1/1984,3/31/1984,NULL,USA,unemp,8746,7.8,9057,8.1,monthly,USD,kshah5@scu.edu
4/1/1984,4/30/1984,NULL,USA,unemp,8762,7.7,8525,7.6,monthly,USD,kshah5@scu.edu
5/1/1984,5/31/1984,NULL,USA,unemp,8456,7.4,8154,7.2,monthly,USD,kshah5@scu.edu
6/1/1984,6/30/1984,NULL,USA,unemp,8226,7.2,8582,7.4,monthly,USD,kshah5@scu.edu
7/1/1984,7/31/1984,NULL,USA,unemp,8537,7.5,8714,7.5,monthly,USD,kshah5@scu.edu
8/1/1984,8/31/1984,NULL,USA,unemp,8519,7.5,8382,7.3,monthly,USD,kshah5@scu.edu
9/1/1984,9/30/1984,NULL,USA,unemp,8367,7.3,8051,7.1,monthly,USD,kshah5@scu.edu
10/1/1984,10/31/1984,NULL,USA,unemp,8381,7.4,7989,7,monthly,USD,kshah5@scu.edu
11/1/1984,11/30/1984,NULL,USA,unemp,8198,7.2,7869,6.9,monthly,USD,kshah5@scu.edu
12/1/1984,12/31/1984,NULL,USA,unemp,8358,7.3,7978,7,monthly,USD,kshah5@scu.edu
1/1/1985,1/31/1985,NULL,USA,unemp,8423,7.3,9131,8,monthly,USD,kshah5@scu.edu
2/1/1985,2/28/1985,NULL,USA,unemp,8321,7.2,8902,7.8,monthly,USD,kshah5@scu.edu
3/1/1985,3/31/1985,NULL,USA,unemp,8339,7.2,8625,7.5,monthly,USD,kshah5@scu.edu
4/1/1985,4/30/1985,NULL,USA,unemp,8395,7.3,8150,7.1,monthly,USD,kshah5@scu.edu
5/1/1985,5/31/1985,NULL,USA,unemp,8302,7.2,8011,7,monthly,USD,kshah5@scu.edu
6/1/1985,6/30/1985,NULL,USA,unemp,8460,7.4,8753,7.5,monthly,USD,kshah5@scu.edu
7/1/1985,7/31/1985,NULL,USA,unemp,8513,7.4,8682,7.4,monthly,USD,kshah5@scu.edu
8/1/1985,8/31/1985,NULL,USA,unemp,8196,7.1,8051,6.9,monthly,USD,kshah5@scu.edu
9/1/1985,9/30/1985,NULL,USA,unemp,8248,7.1,7984,6.9,monthly,USD,kshah5@scu.edu
10/1/1985,10/31/1985,NULL,USA,unemp,8298,7.1,7917,6.8,monthly,USD,kshah5@scu.edu
11/1/1985,11/30/1985,NULL,USA,unemp,8128,7,7815,6.7,monthly,USD,kshah5@scu.edu
12/1/1985,12/31/1985,NULL,USA,unemp,8138,7,7717,6.7,monthly,USD,kshah5@scu.edu
1/1/1986,1/31/1986,NULL,USA,unemp,7795,6.7,8472,7.3,monthly,USD,kshah5@scu.edu
2/1/1986,2/28/1986,NULL,USA,unemp,8402,7.2,9041,7.8,monthly,USD,kshah5@scu.edu
3/1/1986,3/31/1986,NULL,USA,unemp,8383,7.2,8667,7.5,monthly,USD,kshah5@scu.edu
4/1/1986,4/30/1986,NULL,USA,unemp,8364,7.1,8115,7,monthly,USD,kshah5@scu.edu
5/1/1986,5/31/1986,NULL,USA,unemp,8439,7.2,8158,7,monthly,USD,kshah5@scu.edu
6/1/1986,6/30/1986,NULL,USA,unemp,8508,7.2,8775,7.3,monthly,USD,kshah5@scu.edu
7/1/1986,7/31/1986,NULL,USA,unemp,8319,7,8471,7,monthly,USD,kshah5@scu.edu
8/1/1986,8/31/1986,NULL,USA,unemp,8135,6.9,7955,6.7,monthly,USD,kshah5@scu.edu
9/1/1986,9/30/1986,NULL,USA,unemp,8310,7,8015,6.8,monthly,USD,kshah5@scu.edu
10/1/1986,10/31/1986,NULL,USA,unemp,8243,7,7842,6.6,monthly,USD,kshah5@scu.edu
11/1/1986,11/30/1986,NULL,USA,unemp,8159,6.9,7872,6.6,monthly,USD,kshah5@scu.edu
12/1/1986,12/31/1986,NULL,USA,unemp,7883,6.6,7461,6.3,monthly,USD,kshah5@scu.edu
1/1/1987,1/31/1987,NULL,USA,unemp,7892,6.6,8620,7.3,monthly,USD,kshah5@scu.edu
2/1/1987,2/28/1987,NULL,USA,unemp,7865,6.6,8503,7.2,monthly,USD,kshah5@scu.edu
3/1/1987,3/31/1987,NULL,USA,unemp,7862,6.6,8124,6.9,monthly,USD,kshah5@scu.edu
4/1/1987,4/30/1987,NULL,USA,unemp,7542,6.3,7306,6.2,monthly,USD,kshah5@scu.edu
5/1/1987,5/31/1987,NULL,USA,unemp,7574,6.3,7318,6.1,monthly,USD,kshah5@scu.edu
6/1/1987,6/30/1987,NULL,USA,unemp,7398,6.2,7655,6.3,monthly,USD,kshah5@scu.edu
7/1/1987,7/31/1987,NULL,USA,unemp,7268,6.1,7453,6.1,monthly,USD,kshah5@scu.edu
8/1/1987,8/31/1987,NULL,USA,unemp,7261,6,7088,5.8,monthly,USD,kshah5@scu.edu
9/1/1987,9/30/1987,NULL,USA,unemp,7102,5.9,6857,5.7,monthly,USD,kshah5@scu.edu
10/1/1987,10/31/1987,NULL,USA,unemp,7227,6,6845,5.7,monthly,USD,kshah5@scu.edu
11/1/1987,11/30/1987,NULL,USA,unemp,7035,5.8,6802,5.6,monthly,USD,kshah5@scu.edu
12/1/1987,12/31/1987,NULL,USA,unemp,6936,5.7,6526,5.4,monthly,USD,kshah5@scu.edu
1/1/1988,1/31/1988,NULL,USA,unemp,6953,5.7,7603,6.3,monthly,USD,kshah5@scu.edu
2/1/1988,2/28/1988,NULL,USA,unemp,6929,5.7,7482,6.2,monthly,USD,kshah5@scu.edu
3/1/1988,3/31/1988,NULL,USA,unemp,6876,5.7,7090,5.9,monthly,USD,kshah5@scu.edu
4/1/1988,4/30/1988,NULL,USA,unemp,6601,5.4,6359,5.3,monthly,USD,kshah5@scu.edu
5/1/1988,5/31/1988,NULL,USA,unemp,6779,5.6,6553,5.4,monthly,USD,kshah5@scu.edu
6/1/1988,6/30/1988,NULL,USA,unemp,6546,5.4,6819,5.5,monthly,USD,kshah5@scu.edu
7/1/1988,7/31/1988,NULL,USA,unemp,6605,5.4,6823,5.5,monthly,USD,kshah5@scu.edu
8/1/1988,8/31/1988,NULL,USA,unemp,6843,5.6,6659,5.4,monthly,USD,kshah5@scu.edu
9/1/1988,9/30/1988,NULL,USA,unemp,6604,5.4,6368,5.2,monthly,USD,kshah5@scu.edu
10/1/1988,10/31/1988,NULL,USA,unemp,6568,5.4,6182,5,monthly,USD,kshah5@scu.edu
11/1/1988,11/30/1988,NULL,USA,unemp,6537,5.3,6325,5.2,monthly,USD,kshah5@scu.edu
