date,bond_var_hat,bond_equity_cov_hat,equity_var_hat,bond_forex_cov_hat,equity_forex_cov_hat,forex_var_hat,bond_gold_cov_hat,equity_gold_cov_hat,forex_gold_cov_hat,gold_var_hat,year,month,quarter,year_quarter
2014-12-31,3.2112878555693003e-10,5.740809685724127e-09,4.5353045861792375e-05,-3.4787227409062515e-10,3.5033328659850867e-06,1.445163896716644e-05,-8.059703008669252e-09,-1.3779547701574545e-05,-7.051358564122514e-06,6.11862289485764e-05,2014,12,Q4,2014Q4
2015-03-31,3.498507829344967e-10,5.0959253210450795e-09,7.52737457600384e-05,-1.5125126844657102e-09,3.86031795047343e-06,4.529943568166413e-05,8.872932875557688e-09,-1.1682272526759051e-05,-1.1338962648157594e-05,7.378696826790418e-05,2015,3,Q1,2015Q1
2015-06-30,9.160623240304018e-11,1.2710397564935756e-08,0.00010860346893950374,1.721509784199499e-09,9.627161378327174e-06,3.51959558704156e-05,-3.820224358426659e-09,-5.382235812513974e-06,-1.1065947811921177e-05,7.081786747201498e-05,2015,6,Q2,2015Q2
2015-09-30,9.782977798117036e-10,-2.0369761210759327e-08,0.00014711967581406823,-1.3438716195711696e-08,1.2664004340245419e-05,3.311299552925009e-05,1.695898333665107e-08,3.333568381156534e-06,-1.4036795480542456e-05,7.976337979293925e-05,2015,9,Q3,2015Q3
2015-12-31,1.7890883609486748e-09,-4.3761422191596384e-08,8.036010405918909e-05,-1.3941752337081712e-08,8.811846904992693e-06,3.413528006410327e-05,1.0136358039611354e-08,1.3207346527436734e-06,-1.7878638814130436e-05,8.032851524442327e-05,2015,12,Q4,2015Q4
2016-03-31,2.6060124367454913e-09,5.256457005075262e-09,4.993589277957772e-05,-5.617633923134916e-08,7.82416056355578e-06,2.856067543040675e-05,8.785658823135704e-08,-4.746908315385942e-06,-2.7782745794005145e-05,0.00015692346972012364,2016,3,Q1,2016Q1
2016-06-30,1.1067162912114454e-09,-5.0403476759875895e-08,0.00028544698905219964,-2.1473764618171013e-08,7.05538543519361e-06,2.714484381441581e-05,6.055616661329239e-08,-2.6798543520401737e-05,-2.0630448147939013e-05,0.0001323366144439959,2016,6,Q2,2016Q2
2016-09-30,3.04516896592605e-09,-1.8796094136041742e-08,6.840223387903447e-05,-3.780635112494131e-08,2.3388021573917173e-07,2.0442736415153065e-05,7.889957761390256e-08,-6.016147918033015e-06,-1.1723701863056663e-05,7.64426235831633e-05,2016,9,Q3,2016Q3
2016-12-31,2.401691508175907e-09,1.4530168414334751e-08,3.366272374287878e-05,-3.5585263009109024e-08,-5.514900946630846e-07,2.0720479916387092e-05,8.189873231409402e-08,-1.0731855269011725e-05,-1.2789191372011732e-05,7.271836133368279e-05,2016,12,Q4,2016Q4
2017-03-31,1.2821310196918339e-09,-4.914484923905503e-09,2.5330378888598186e-05,-2.6395207947623985e-08,-7.377157154853455e-07,1.8475104977313434e-05,5.546569854737397e-08,-8.219652338309557e-06,-1.0437991087964356e-05,6.853132329284086e-05,2017,3,Q1,2017Q1
2017-06-30,1.3764091225071466e-09,6.498190016092587e-09,2.0226383630645174e-05,-2.0028879356304358e-08,2.345371270994258e-06,1.5190997581682176e-05,3.881395465047863e-08,-3.461108128489349e-06,-1.0153718972020224e-05,5.78288833842744e-05,2017,6,Q2,2017Q2
2017-09-30,8.764543102418094e-10,-9.81954263973393e-09,1.8401032675042514e-05,-2.0580229155981203e-08,2.602857338386041e-06,1.3629990739565074e-05,1.0995890694375246e-08,-6.696544567845642e-06,-8.155966409976403e-06,4.4694390723333465e-05,2017,9,Q3,2017Q3
2017-12-31,4.2104563808224e-09,-1.1538659357908232e-08,1.4898897540702464e-05,-1.9859988163788614e-08,3.1942711977422076e-06,1.1504637690302686e-05,4.108388330805853e-09,-5.539874721882431e-06,-4.932949686115795e-06,2.7824108349698862e-05,2017,12,Q4,2017Q4
2018-03-31,2.5255873968424743e-09,-9.011401876591032e-08,0.0002184011089577971,-1.794208869662218e-08,6.445816301683268e-07,1.4152384651339793e-05,3.789143792743445e-09,-9.691288986824351e-06,-9.683154365297456e-06,3.0154564628232877e-05,2018,3,Q1,2018Q1
2018-06-30,9.218540098781502e-10,-4.627894928383725e-08,4.3202364378765446e-05,3.2939203100675803e-09,-1.5304451973303826e-06,1.3005392932420594e-05,-1.3572535258765881e-08,4.582982756371592e-06,-7.298939688787511e-06,2.911095735176623e-05,2018,6,Q2,2018Q2
2018-09-30,9.282181613406676e-10,-1.5547539408724555e-08,1.6041113050926277e-05,-1.548162652073624e-09,-1.4405126819665912e-06,1.3242777799808606e-05,-1.4823361104366826e-08,2.5408074337337335e-06,-8.960831875885485e-06,2.7599834594959014e-05,2018,9,Q3,2018Q3
2018-12-31,2.1638640561346205e-09,-4.236901465321217e-08,0.0004604168549678825,-5.451885685220158e-09,-1.0582707368010471e-05,1.2382943467807939e-05,4.350604415059749e-10,1.05221729094636e-05,-9.674518685932845e-06,3.0907136399215694e-05,2018,12,Q4,2018Q4
2019-03-31,1.9723320710068602e-09,8.317275583451382e-10,5.613814660624881e-05,1.2035432868214563e-09,-2.5296013403922767e-06,1.0978223573612003e-05,2.386848899907313e-09,2.371898438115032e-06,-7.406820394511912e-06,2.981232084573426e-05,2019,3,Q1,2019Q1
2019-06-30,1.752607177993265e-09,-5.511347862666324e-09,3.8562754147855364e-05,-9.992128246448647e-09,-2.2479296804141167e-06,7.707296184838082e-06,4.373690874520263e-08,-6.3375880693868e-07,-9.410390221375186e-06,8.286998165689762e-05,2019,6,Q2,2019Q2
2019-09-30,1.5254311925396588e-09,-1.3785046876065103e-08,5.168294564190026e-05,-1.939172602133892e-08,1.951006191035183e-07,7.94688235272232e-06,5.341619559238691e-08,-4.031812526404297e-06,-8.771167241629495e-06,7.09569262565462e-05,2019,9,Q3,2019Q3
2019-12-31,1.3363182193887854e-09,-3.419095474622867e-08,3.1469965232363404e-05,-2.036795944773168e-08,8.241643710461799e-07,6.392649868197841e-06,4.916741520319837e-08,-4.387222680016592e-06,-5.7713119653069895e-06,4.704514501129411e-05,2019,12,Q4,2019Q4
2020-03-31,1.447986148979587e-08,-8.760049340329924e-07,0.001872302611418741,-2.1926043850995044e-07,0.00010276701495567362,8.02448233183763e-05,4.5931222385330477e-07,1.9312124043190898e-05,-3.101351143046859e-05,0.0004760154845249216,2020,3,Q1,2020Q1
